BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Miami-Dade,201153,69107,34.4
Palm Beach,177418,60953,34.4
Broward,139141,47802,34.4
Pinellas,108974,37438,34.4
Lee,93101,31985,34.4
Hillsborough,79842,27430,34.4
Sarasota,74441,25574,34.4
Brevard,63257,21732,34.4
Orange,62223,21377,34.4
Polk,60395,20749,34.4
Collier,58528,20107,34.4
Volusia,57266,19674,34.4
Pasco,53017,18214,34.4
Duval,50039,17191,34.4
Manatee,47265,16238,34.4
Marion,46062,15824,34.4
Lake,42085,14458,34.4
St. Lucie,33815,11617,34.4
Charlotte,33356,11459,34.4
Seminole,28762,9881,34.4
Sumter,28698,9859,34.4
Martin,24582,8445,34.4
Citrus,24019,8251,34.4
Indian River,23730,8152,34.4
Hernando,23612,8112,34.4
Escambia,21451,7369,34.4
Highlands,18897,6492,34.4
St. Johns,18716,6430,34.4
Osceola,17964,6171,34.4
Alachua,14475,4972,34.3
Leon,13977,4801,34.3
Flagler,13747,4722,34.3
Okaloosa,13352,4587,34.4
Bay,13060,4486,34.3
Clay,11884,4082,34.3
Santa Rosa,10786,3705,34.4
Putnam,6905,2372,34.4
Nassau,6757,2321,34.3
Monroe,6316,2169,34.3
Columbia,5313,1825,34.3
Walton,4929,1693,34.3
Jackson,4011,1378,34.4
Levy,3923,1347,34.3
Suwannee,3849,1322,34.3
Okeechobee,3836,1317,34.3
DeSoto,3579,1229,34.3
Gadsden,3230,1109,34.3
Hendry,2372,814,34.3
Bradford,2159,741,34.3
Hardee,1884,647,34.3
Wakulla,1733,595,34.3
Taylor,1726,592,34.3
Washington,1689,580,34.3
Holmes,1690,580,34.3
Glades,1657,569,34.3
Gilchrist,1574,540,34.3
Dixie,1531,525,34.3
Madison,1470,505,34.4
Baker,1443,495,34.3
Gulf,1271,436,34.3
Jefferson,1259,432,34.3
Calhoun,1157,397,34.3
Franklin,1017,349,34.3
Hamilton,892,306,34.3
Union,750,257,34.3
Lafayette,519,178,34.3
Liberty,503,172,34.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,1884034,647238,34.4
