BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Ada,39443,12821,32.5
Canyon,18023,5858,32.5
Kootenai,17540,5701,32.5
Bonneville,8871,2883,32.5
Bannock,7196,2339,32.5
Twin Falls,7163,2328,32.5
Bonner,6685,2173,32.5
Nez Perce,4287,1393,32.5
Bingham,3768,1224,32.5
Latah,3176,1032,32.5
Idaho,2625,853,32.5
Blaine,2557,831,32.5
Payette,2355,765,32.5
Gem,2142,696,32.5
Elmore,2098,682,32.5
Jefferson,1938,629,32.5
Minidoka,1875,609,32.5
Jerome,1867,606,32.5
Cassia,1859,604,32.5
Valley,1757,571,32.5
Shoshone,1694,550,32.5
Boundary,1589,516,32.5
Madison,1495,485,32.4
Washington,1430,464,32.4
Gooding,1417,460,32.5
Lemhi,1375,446,32.4
Clearwater,1359,441,32.5
Fremont,1299,422,32.5
Benewah,1270,412,32.4
Boise,1256,408,32.5
Owyhee,1227,398,32.4
Franklin,1032,335,32.5
Teton,875,284,32.5
Custer,838,272,32.5
Adams,765,248,32.4
Bear Lake,722,234,32.4
Power,712,231,32.4
Caribou,653,212,32.5
Lewis,534,173,32.4
Oneida,463,150,32.4
Lincoln,425,138,32.5
Butte,304,98,32.2
Camas,136,44,32.4
Clark,102,33,32.4



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,160197,52052,32.5
