BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Bernalillo,1627,1627,100.0
San Juan,342,342,100.0
DoÃƒÂ±a Ana,258,258,100.0
Lea,204,204,100.0
Chaves,203,203,100.0
Sandoval,203,203,100.0
San Miguel,185,185,100.0
Santa Fe,178,178,100.0
Curry,172,172,100.0
Otero,156,156,100.0
McKinley,104,104,100.0
Colfax,95,95,100.0
Cibola,92,92,100.0
Valencia,92,92,100.0
Grant,74,74,100.0
Taos,74,74,100.0
Sierra,63,63,100.0
Roosevelt,59,59,100.0
Eddy,59,59,100.0
Luna,44,44,100.0
Socorro,44,44,100.0
Los Alamos,42,42,100.0
Union,33,33,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,4403,4403,100.0
