BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Marion,7551,7551,100.0
Lake,3824,3824,100.0
Allen,2650,2650,100.0
Hamilton,2302,2302,100.0
St. Joseph,1954,1954,100.0
Elkhart,1485,1485,100.0
Vanderburgh,1433,1433,100.0
Tippecanoe,1305,1305,100.0
Porter,1282,1282,100.0
Hendricks,1255,1255,100.0
Johnson,1196,1196,100.0
Madison,1076,1076,100.0
Monroe,1029,1029,100.0
Clark,968,968,100.0
Vigo,902,902,100.0
Delaware,885,885,100.0
LaPorte,846,846,100.0
Howard,734,734,100.0
Floyd,638,638,100.0
Morgan,627,627,100.0
Hancock,626,626,100.0
Bartholomew,623,623,100.0
Grant,579,579,100.0
Kosciusko,572,572,100.0
Wayne,526,526,100.0
Boone,502,502,100.0
Dearborn,445,445,100.0
Warrick,432,432,100.0
Shelby,381,381,100.0
Henry,377,377,100.0
Lawrence,364,364,100.0
Noble,351,351,100.0
Jackson,339,339,100.0
Dubois,329,329,100.0
Knox,322,322,100.0
DeKalb,321,321,100.0
Harrison,309,309,100.0
Marshall,303,303,100.0
Jefferson,295,295,100.0
Putnam,291,291,100.0
Huntington,277,277,100.0
Cass,275,275,100.0
Jasper,266,266,100.0
Montgomery,258,258,100.0
Adams,250,250,100.0
Daviess,249,249,100.0
Wabash,248,248,100.0
Whitley,243,243,100.0
Miami,243,243,100.0
Clinton,242,242,100.0
LaGrange,237,237,100.0
Steuben,235,235,100.0
Greene,232,232,100.0
Jennings,229,229,100.0
Washington,229,229,100.0
Gibson,228,228,100.0
Ripley,223,223,100.0
Clay,215,215,100.0
Decatur,208,208,100.0
Posey,207,207,100.0
White,206,206,100.0
Scott,203,203,100.0
Wells,199,199,100.0
Starke,199,199,100.0
Randolph,190,190,100.0
Franklin,175,175,100.0
Fayette,171,171,100.0
Sullivan,165,165,100.0
Jay,164,164,100.0
Carroll,159,159,100.0
Owen,156,156,100.0
Orange,153,153,100.0
Fountain,150,150,100.0
Spencer,145,145,100.0
Fulton,143,143,100.0
Rush,138,138,100.0
Tipton,135,135,100.0
Perry,132,132,100.0
Parke,124,124,100.0
Vermillion,118,118,100.0
Newton,109,109,100.0
Brown,101,101,100.0
Pike,100,100,100.0
Crawford,99,99,100.0
Blackford,96,96,100.0
Pulaski,92,92,100.0
Switzerland,77,77,100.0
Benton,72,72,100.0
Martin,62,62,100.0
Warren,58,58,100.0
Union,56,56,100.0
Ohio,42,42,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged under 65 w cancer,51212,51212,100.0
