BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Middlesex,234138,37446,16.0
Worcester,182269,29150,16.0
Essex,160910,25734,16.0
Suffolk,138901,22214,16.0
Bristol,125698,20103,16.0
Norfolk,113884,18213,16.0
Hampden,106164,16979,16.0
Plymouth,105845,16928,16.0
Barnstable,30535,4883,16.0
Hampshire,28051,4486,16.0
Berkshire,23179,3707,16.0
Franklin,13888,2221,16.0
Dukes,2456,392,16.0
Nantucket,1952,312,16.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,1267870,202768,16.0
