BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Milwaukee,106295,22678,21.3
Waukesha,67138,14323,21.3
Dane,60940,13001,21.3
Brown,42972,9168,21.3
Winnebago,31630,6748,21.3
Outagamie,30746,6559,21.3
Sheboygan,29147,6218,21.3
Racine,27720,5914,21.3
Marathon,27105,5782,21.3
Washington,22153,4726,21.3
Rock,19731,4209,21.3
Kenosha,18822,4015,21.3
Fond du Lac,17126,3653,21.3
Dodge,15455,3297,21.3
La Crosse,14887,3176,21.3
Ozaukee,14284,3047,21.3
Manitowoc,14164,3021,21.3
Walworth,14121,3012,21.3
Jefferson,13880,2961,21.3
St. Croix,12456,2657,21.3
Eau Claire,11948,2549,21.3
Sauk,10187,2173,21.3
Wood,9827,2096,21.3
Waupaca,9260,1975,21.3
Columbia,9015,1923,21.3
Barron,8909,1900,21.3
Chippewa,8898,1898,21.3
Portage,8626,1840,21.3
Marinette,8281,1766,21.3
Trempealeau,7754,1654,21.3
Polk,7049,1503,21.3
Monroe,6810,1452,21.3
Calumet,6722,1434,21.3
Dunn,6033,1287,21.3
Green,5965,1272,21.3
Grant,5707,1217,21.3
Clark,5546,1183,21.3
Douglas,5077,1083,21.3
Shawano,4563,973,21.3
Door,4167,889,21.3
Taylor,4138,882,21.3
Oconto,4130,881,21.3
Pierce,4072,868,21.3
Juneau,3912,834,21.3
Oneida,3875,826,21.3
Lincoln,3838,818,21.3
Kewaunee,2955,630,21.3
Iowa,2864,611,21.3
Vernon,2846,607,21.3
Langlade,2741,584,21.3
Price,2601,554,21.3
Crawford,2459,524,21.3
Waushara,2448,522,21.3
Rusk,2367,505,21.3
Marquette,2336,498,21.3
Jackson,2263,482,21.3
Ashland,2215,472,21.3
Washburn,2211,471,21.3
Richland,2192,467,21.3
Green Lake,2019,430,21.3
Lafayette,1976,421,21.3
Adams,1959,417,21.3
Vilas,1843,393,21.3
Burnett,1709,364,21.3
Sawyer,1605,342,21.3
Buffalo,1043,222,21.3
Forest,938,200,21.3
Bayfield,920,196,21.3
Pepin,643,137,21.3
Iron,551,117,21.2
Florence,480,102,21.2
Menominee,247,52,21.1



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Frontline essential workers,823512,175661,21.3
