BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Montgomery,183674,31240,17.0
Baltimore,154003,26193,17.0
Prince George's,139243,23683,17.0
Anne Arundel,129490,22024,17.0
Baltimore City,127354,21660,17.0
Howard,59413,10105,17.0
Frederick,45538,7745,17.0
Harford,45235,7693,17.0
St. Mary's,29739,5058,17.0
Carroll,23064,3922,17.0
Washington,22228,3780,17.0
Charles,22010,3743,17.0
Wicomico,15843,2694,17.0
Cecil,12962,2204,17.0
Worcester,10965,1864,17.0
Calvert,10487,1783,17.0
Allegany,10124,1721,17.0
Queen Anne's,8317,1414,17.0
Talbot,7062,1201,17.0
Garrett,5228,889,17.0
Caroline,3447,586,17.0
Dorchester,2426,412,17.0
Kent,1976,336,17.0
Somerset,1388,236,17.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,1071216,182186,17.0
