BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Anchorage,34253,7909,23.1
Matanuska-Susitna,14280,3297,23.1
Fairbanks North Star,12316,2843,23.1
Kenai Peninsula,7892,1822,23.1
Juneau City and Borough,4400,1016,23.1
Bethel,3612,834,23.1
Nome,2142,494,23.1
Kusilvak,2059,475,23.1
Ketchikan Gateway,1875,432,23.0
North Slope,1774,409,23.1
Northwest Arctic,1583,365,23.1
Kodiak Island,1544,356,23.1
Valdez-Cordova,1228,283,23.0
Yukon-Koyukuk,1189,274,23.0
Sitka City and Borough,1113,257,23.1
Prince of Wales-Hyder,1100,254,23.1
Southeast Fairbanks,1026,236,23.0
Dillingham,948,218,23.0
Aleutians West,718,165,23.0
Aleutians East,501,115,23.0
Petersburg,401,92,22.9
Hoonah-Angoon,366,84,23.0
Denali,362,83,22.9
Wrangell City and Borough,355,81,22.8
Lake and Peninsula,305,70,23.0
Haines,304,70,23.0
Skagway,155,35,22.6
Bristol Bay,129,29,22.5
Yakutat City and Borough,101,23,22.8



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 16+ and smoker,98031,22621,23.1
