BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Salt Lake,72936,35102,48.1
Utah,27085,13035,48.1
Davis,20132,9688,48.1
Washington,19189,9235,48.1
Weber,17333,8341,48.1
Cache,6499,3127,48.1
Iron,4011,1930,48.1
Box Elder,3880,1867,48.1
Tooele,3767,1812,48.1
Summit,3386,1629,48.1
Sanpete,2444,1176,48.1
Wasatch,2351,1131,48.1
Uintah,2299,1106,48.1
Carbon,2030,976,48.1
Sevier,1971,948,48.1
Duchesne,1312,631,48.1
San Juan,1222,588,48.1
Millard,1189,572,48.1
Grand,1088,523,48.1
Kane,1069,514,48.1
Emery,998,480,48.1
Juab,800,385,48.1
Morgan,792,381,48.1
Garfield,663,319,48.1
Beaver,565,271,48.0
Wayne,370,178,48.1
Rich,290,139,47.9
Piute,268,128,47.8
Daggett,62,29,46.8



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,200001,96241,48.1
