BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Jefferson,35836,19162,53.5
El Paso,33458,17890,53.5
Denver,32250,17244,53.5
Arapahoe,31097,16628,53.5
Larimer,19882,10631,53.5
Adams,19235,10285,53.5
Boulder,16853,9011,53.5
Weld,13540,7240,53.5
Douglas,13159,7036,53.5
Pueblo,12803,6846,53.5
Mesa,11774,6295,53.5
Montrose,4109,2197,53.5
Fremont,4096,2190,53.5
Broomfield,3446,1842,53.5
Delta,3230,1727,53.5
La Plata,3064,1638,53.5
Garfield,2667,1426,53.5
Montezuma,2138,1143,53.5
Morgan,2020,1080,53.5
Chaffee,1911,1021,53.4
Logan,1802,963,53.4
Eagle,1647,880,53.4
Otero,1641,877,53.4
Teller,1373,734,53.5
Las Animas,1347,720,53.5
Elbert,1193,637,53.4
Routt,1101,588,53.4
Pitkin,1022,546,53.4
Summit,1003,536,53.4
Archuleta,953,509,53.4
Rio Grande,910,486,53.4
Prowers,904,483,53.4
Park,889,475,53.4
Huerfano,859,459,53.4
Yuma,850,454,53.4
Alamosa,830,443,53.4
Grand,716,382,53.4
Gunnison,704,376,53.4
Moffat,679,363,53.5
Kit Carson,639,341,53.4
Conejos,634,339,53.5
Custer,530,283,53.4
Clear Creek,508,271,53.3
Baca,468,250,53.4
Lincoln,466,249,53.4
Washington,461,246,53.4
Rio Blanco,433,231,53.3
Saguache,425,227,53.4
Bent,415,221,53.3
Ouray,399,213,53.4
Costilla,394,210,53.3
Phillips,378,202,53.4
Crowley,294,157,53.4
Sedgwick,284,151,53.2
Gilpin,257,137,53.3
San Miguel,229,122,53.3
Lake,222,118,53.2
Dolores,213,113,53.1
Kiowa,186,99,53.2
Cheyenne,178,95,53.4
Jackson,147,78,53.1
Mineral,85,45,52.9
Hinsdale,79,42,53.2
San Juan,46,24,52.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,295361,157907,53.5
