BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Harris,59515,59515,100.0
Dallas,33662,33662,100.0
Tarrant,25919,25919,100.0
Bexar,24828,24828,100.0
Travis,17030,17030,100.0
Collin,12051,12051,100.0
Denton,10931,10931,100.0
Hidalgo,10741,10741,100.0
El Paso,10355,10355,100.0
Fort Bend,9356,9356,100.0
Williamson,6901,6901,100.0
Montgomery,6588,6588,100.0
Cameron,5038,5038,100.0
Bell,4488,4488,100.0
Nueces,4355,4355,100.0
Brazoria,4265,4265,100.0
Lubbock,4159,4159,100.0
Galveston,3852,3852,100.0
Brazos,3561,3561,100.0
Webb,3482,3482,100.0
McLennan,3193,3193,100.0
Hays,2988,2988,100.0
Jefferson,2814,2814,100.0
Smith,2699,2699,100.0
Midland,2077,2077,100.0
Ellis,2042,2042,100.0
Ector,1987,1987,100.0
Johnson,1881,1881,100.0
Guadalupe,1878,1878,100.0
Taylor,1761,1761,100.0
Randall,1619,1619,100.0
Wichita,1479,1479,100.0
Kaufman,1477,1477,100.0
Comal,1452,1452,100.0
Parker,1432,1432,100.0
Gregg,1414,1414,100.0
Tom Green,1408,1408,100.0
Grayson,1407,1407,100.0
Potter,1359,1359,100.0
Rockwall,1118,1118,100.0
Coryell,1060,1060,100.0
Hunt,1060,1060,100.0
Victoria,1054,1054,100.0
Liberty,1009,1009,100.0
Bowie,1001,1001,100.0
Angelina,989,989,100.0
Orange,921,921,100.0
Nacogdoches,900,900,100.0
Bastrop,876,876,100.0
Walker,860,860,100.0
Henderson,801,801,100.0
Starr,782,782,100.0
San Patricio,755,755,100.0
Harrison,738,738,100.0
Wise,707,707,100.0
Waller,706,706,100.0
Maverick,695,695,100.0
Hardin,624,624,100.0
Erath,601,601,100.0
Atascosa,567,567,100.0
Val Verde,556,556,100.0
Van Zandt,548,548,100.0
Cherokee,539,539,100.0
Lamar,532,532,100.0
Rusk,531,531,100.0
Hood,530,530,100.0
Navarro,525,525,100.0
Wilson,519,519,100.0
Medina,492,492,100.0
Caldwell,492,492,100.0
Kerr,490,490,100.0
Chambers,478,478,100.0
Jim Wells,466,466,100.0
Anderson,454,454,100.0
Wharton,450,450,100.0
Burnet,447,447,100.0
Kendall,434,434,100.0
Kleberg,425,425,100.0
Upshur,417,417,100.0
Polk,412,412,100.0
Cooke,410,410,100.0
Brown,406,406,100.0
Hopkins,395,395,100.0
Wood,386,386,100.0
Howard,384,384,100.0
Matagorda,382,382,100.0
Titus,376,376,100.0
Hale,373,373,100.0
Washington,372,372,100.0
Hill,355,355,100.0
Jasper,354,354,100.0
Fannin,326,326,100.0
Uvalde,313,313,100.0
Austin,303,303,100.0
Cass,294,294,100.0
Palo Pinto,293,293,100.0
Bee,282,282,100.0
Hockley,272,272,100.0
San Jacinto,265,265,100.0
Shelby,262,262,100.0
Grimes,257,257,100.0
Panola,250,250,100.0
Moore,241,241,100.0
Gaines,236,236,100.0
Milam,236,236,100.0
Willacy,235,235,100.0
Gray,228,228,100.0
Hutchinson,228,228,100.0
Fayette,227,227,100.0
Limestone,227,227,100.0
Calhoun,225,225,100.0
Gillespie,219,219,100.0
Gonzales,215,215,100.0
Falls,215,215,100.0
Deaf Smith,213,213,100.0
Andrews,212,212,100.0
Aransas,211,211,100.0
Lampasas,198,198,100.0
Colorado,194,194,100.0
Freestone,192,192,100.0
Houston,190,190,100.0
Lavaca,185,185,100.0
DeWitt,185,185,100.0
Frio,185,185,100.0
Montague,181,181,100.0
Burleson,180,180,100.0
Young,178,178,100.0
Bandera,177,177,100.0
Eastland,177,177,100.0
Robertson,177,177,100.0
Tyler,175,175,100.0
Lee,175,175,100.0
Zapata,169,169,100.0
Bosque,167,167,100.0
Scurry,164,164,100.0
Leon,157,157,100.0
Pecos,155,155,100.0
Reeves,152,152,100.0
Jackson,152,152,100.0
Wilbarger,142,142,100.0
Nolan,140,140,100.0
Karnes,140,140,100.0
Jones,140,140,100.0
Llano,139,139,100.0
Camp,137,137,100.0
Ward,136,136,100.0
Terry,134,134,100.0
Lamb,133,133,100.0
Callahan,130,130,100.0
Morris,129,129,100.0
Zavala,129,129,100.0
Newton,129,129,100.0
Dawson,127,127,100.0
Trinity,127,127,100.0
Madison,123,123,100.0
Comanche,122,122,100.0
Red River,120,120,100.0
Ochiltree,119,119,100.0
Dimmit,119,119,100.0
Duval,115,115,100.0
Franklin,108,108,100.0
Live Oak,108,108,100.0
Rains,106,106,100.0
Parmer,102,102,100.0
Brewster,98,98,100.0
Yoakum,98,98,100.0
Runnels,97,97,100.0
Somervell,96,96,100.0
Clay,94,94,100.0
Blanco,93,93,100.0
Winkler,92,92,100.0
Marion,87,87,100.0
Sabine,86,86,100.0
Castro,84,84,100.0
Stephens,82,82,100.0
Archer,80,80,100.0
Jack,78,78,100.0
Bailey,77,77,100.0
Swisher,76,76,100.0
Hamilton,76,76,100.0
San Augustine,75,75,100.0
Coleman,73,73,100.0
Dallam,73,73,100.0
Mitchell,71,71,100.0
Goliad,70,70,100.0
La Salle,70,70,100.0
Refugio,70,70,100.0
Carson,68,68,100.0
Brooks,68,68,100.0
Presidio,66,66,100.0
McCulloch,65,65,100.0
Crosby,63,63,100.0
Hansford,62,62,100.0
Floyd,61,61,100.0
Jim Hogg,59,59,100.0
Childress,59,59,100.0
Martin,58,58,100.0
San Saba,56,56,100.0
Lynn,55,55,100.0
Wheeler,54,54,100.0
Haskell,53,53,100.0
Hartley,52,52,100.0
Crane,51,51,100.0
Hudspeth,51,51,100.0
Delta,48,48,100.0
Garza,46,46,100.0
Reagan,45,45,100.0
Hemphill,41,41,100.0
Mills,41,41,100.0
Hardeman,40,40,100.0
Sutton,39,39,100.0
Mason,38,38,100.0
Fisher,37,37,100.0
Lipscomb,37,37,100.0
Crockett,36,36,100.0
Upton,35,35,100.0
Donley,34,34,100.0
Baylor,33,33,100.0
Kimble,33,33,100.0
Sherman,32,32,100.0
Knox,32,32,100.0
Cochran,32,32,100.0
Real,31,31,100.0
Schleicher,30,30,100.0
Shackelford,30,30,100.0
Hall,29,29,100.0
Coke,29,29,100.0
Collingsworth,29,29,100.0
Kinney,23,23,100.0
Oldham,22,22,100.0
Glasscock,19,19,100.0
Concho,18,18,100.0
Cottle,18,18,100.0
Edwards,18,18,100.0
Jeff Davis,17,17,100.0
Culberson,17,17,100.0
Dickens,17,17,100.0
Armstrong,16,16,100.0
Menard,14,14,100.0
Throckmorton,14,14,100.0
Irion,13,13,100.0
Briscoe,13,13,100.0
Foard,11,11,100.0
Stonewall,11,11,100.0
Sterling,10,10,100.0
Motley,9,9,100.0
Roberts,8,8,100.0
McMullen,7,7,100.0
Kent,6,6,100.0
Terrell,6,6,100.0
Borden,5,5,100.0
Kenedy,4,4,100.0
King,3,3,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,346775,346775,100.0
