BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Fairfax,58328,28774,49.3
Virginia Beach City,25262,12462,49.3
Henrico,20517,10121,49.3
Chesterfield,17678,8720,49.3
Prince William,15487,7639,49.3
Loudoun,14015,6913,49.3
Chesapeake City,11964,5902,49.3
Richmond City,11648,5746,49.3
Norfolk City,10717,5286,49.3
Newport News City,9457,4665,49.3
Arlington,9447,4660,49.3
Roanoke,8588,4236,49.3
Hampton City,8424,4155,49.3
Albemarle,8386,4136,49.3
James City,8031,3961,49.3
Hanover,7180,3541,49.3
Spotsylvania,6859,3383,49.3
Rockingham,6810,3359,49.3
Roanoke City,6682,3296,49.3
Bedford,6570,3241,49.3
Alexandria City,6549,3230,49.3
Augusta,6445,3179,49.3
Frederick,6069,2993,49.3
Portsmouth City,5837,2879,49.3
Henry,5551,2738,49.3
Pittsylvania,5496,2711,49.3
Lynchburg City,5423,2675,49.3
Stafford,5234,2582,49.3
Washington,5032,2482,49.3
Montgomery,4988,2460,49.3
Suffolk City,4986,2459,49.3
Franklin,4975,2454,49.3
Campbell,4609,2273,49.3
Fauquier,4493,2216,49.3
York,4396,2168,49.3
Shenandoah,3980,1963,49.3
Danville City,3828,1888,49.3
Tazewell,3664,1807,49.3
Halifax,3504,1728,49.3
Mecklenburg,3307,1631,49.3
Pulaski,3171,1564,49.3
Culpeper,3113,1535,49.3
Accomack,3052,1505,49.3
Orange,3007,1483,49.3
Carroll,2979,1469,49.3
Botetourt,2945,1452,49.3
Smyth,2931,1445,49.3
Gloucester,2811,1386,49.3
Amherst,2793,1377,49.3
Isle of Wight,2763,1363,49.3
Wise,2681,1322,49.3
Rockbridge,2616,1290,49.3
Louisa,2588,1276,49.3
Wythe,2505,1235,49.3
Warren,2370,1169,49.3
Russell,2322,1145,49.3
Scott,2314,1141,49.3
Petersburg City,2235,1102,49.3
Staunton City,2226,1098,49.3
Harrisonburg City,2206,1088,49.3
Fluvanna,2161,1066,49.3
Salem City,2150,1060,49.3
Charlottesville City,2100,1035,49.3
Page,2080,1026,49.3
Patrick,2062,1017,49.3
Lee,2058,1015,49.3
Prince George,1962,967,49.3
Dinwiddie,1958,965,49.3
Caroline,1908,941,49.3
Winchester City,1909,941,49.3
Buchanan,1902,938,49.3
Northumberland,1891,932,49.3
Lancaster,1858,916,49.3
Westmoreland,1826,900,49.3
Waynesboro City,1817,896,49.3
Colonial Heights City,1788,882,49.3
Powhatan,1765,870,49.3
Goochland,1758,867,49.3
Grayson,1646,811,49.3
Prince Edward,1614,796,49.3
Bristol City,1603,790,49.3
Alleghany,1577,777,49.3
Fairfax City,1524,751,49.3
Brunswick,1510,744,49.3
Hopewell City,1474,727,49.3
Giles,1468,724,49.3
Floyd,1467,723,49.3
Southampton,1458,719,49.3
Middlesex,1438,709,49.3
Manassas City,1428,704,49.3
Nelson,1401,691,49.3
Appomattox,1338,660,49.3
Nottoway,1318,650,49.3
Northampton,1317,649,49.3
Dickenson,1307,644,49.3
King George,1303,642,49.3
Clarke,1288,635,49.3
Buckingham,1284,633,49.3
Madison,1211,597,49.3
Greene,1193,588,49.3
Fredericksburg City,1179,581,49.3
Charlotte,1154,569,49.3
New Kent,1144,564,49.3
Mathews,1127,555,49.2
King William,1103,544,49.3
Lunenburg,1088,536,49.3
Poquoson City,1077,531,49.3
Williamsburg City,1054,519,49.2
Martinsville City,1052,518,49.2
Richmond,1012,499,49.3
Amelia,993,489,49.2
Essex,971,479,49.3
Sussex,827,407,49.2
Cumberland,772,380,49.2
Rappahannock,740,365,49.3
Galax City,698,344,49.3
Falls Church City,680,335,49.3
Charles City,658,324,49.2
Radford City,658,324,49.2
Franklin City,647,319,49.3
Greensville,638,314,49.2
King and Queen,590,291,49.3
Bland,565,278,49.2
Buena Vista City,550,271,49.3
Surry,545,268,49.2
Manassas Park City,545,268,49.2
Emporia City,490,241,49.2
Lexington City,483,238,49.3
Bath,482,237,49.2
Covington City,471,232,49.3
Craig,430,212,49.3
Highland,348,171,49.1
Norton City,299,147,49.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,515234,254105,49.3
