BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Pulaski,35448,11875,33.5
Benton,20608,6903,33.5
Washington,15851,5310,33.5
Garland,12944,4336,33.5
Saline,12381,4147,33.5
Sebastian,11740,3932,33.5
Faulkner,9168,3071,33.5
Craighead,8305,2782,33.5
White,7385,2474,33.5
Jefferson,6973,2335,33.5
Baxter,6798,2277,33.5
Crawford,6005,2011,33.5
Lonoke,5770,1932,33.5
Pope,5598,1875,33.5
Boone,4295,1438,33.5
Miller,4226,1415,33.5
Greene,4095,1371,33.5
Carroll,3930,1316,33.5
Crittenden,3923,1314,33.5
Union,3911,1310,33.5
Hot Spring,3865,1294,33.5
Independence,3661,1226,33.5
Cleburne,3602,1206,33.5
Mississippi,3593,1203,33.5
Marion,2799,937,33.5
Ouachita,2662,891,33.5
Polk,2605,872,33.5
Johnson,2554,855,33.5
Poinsett,2546,852,33.5
Sharp,2535,849,33.5
St. Francis,2493,835,33.5
Logan,2461,824,33.5
Ashley,2389,800,33.5
Van Buren,2305,772,33.5
Conway,2223,744,33.5
Columbia,2186,732,33.5
Hempstead,2168,726,33.5
Yell,2128,712,33.5
Phillips,1978,662,33.5
Clark,1976,661,33.5
Arkansas,1968,659,33.5
Grant,1916,641,33.5
Randolph,1912,640,33.5
Franklin,1896,635,33.5
Cross,1888,632,33.5
Madison,1855,621,33.5
Izard,1839,616,33.5
Stone,1836,615,33.5
Lawrence,1769,592,33.5
Fulton,1748,585,33.5
Jackson,1730,579,33.5
Clay,1722,576,33.4
Drew,1717,575,33.5
Little River,1492,499,33.4
Sevier,1423,476,33.5
Montgomery,1354,453,33.5
Howard,1322,442,33.4
Scott,1279,428,33.5
Desha,1261,422,33.5
Lincoln,1231,412,33.5
Pike,1228,411,33.5
Perry,1217,407,33.4
Newton,1214,406,33.4
Searcy,1126,377,33.5
Chicot,1106,370,33.5
Nevada,1078,361,33.5
Bradley,1057,354,33.5
Prairie,1007,337,33.5
Cleveland,980,328,33.5
Lee,980,328,33.5
Dallas,937,313,33.4
Monroe,892,298,33.4
Lafayette,865,289,33.4
Woodruff,861,288,33.4
Calhoun,584,195,33.4



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,290373,97237,33.5
