BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Bernalillo,43191,19647,45.5
DoÃƒÂ±a Ana,14049,6390,45.5
Santa Fe,12276,5584,45.5
Sandoval,8957,4074,45.5
San Juan,7505,3414,45.5
Valencia,5171,2352,45.5
Otero,4850,2206,45.5
Chaves,4393,1998,45.5
Eddy,3631,1651,45.5
McKinley,3495,1589,45.5
Lea,3241,1474,45.5
Taos,3186,1449,45.5
Grant,3052,1388,45.5
Rio Arriba,3024,1375,45.5
Curry,2759,1255,45.5
San Miguel,2287,1040,45.5
Luna,2239,1018,45.5
Lincoln,2189,995,45.5
Sierra,1797,817,45.5
Cibola,1680,764,45.5
Los Alamos,1357,617,45.5
Colfax,1335,607,45.5
Roosevelt,1202,546,45.4
Socorro,1200,545,45.4
Torrance,1127,512,45.4
Quay,838,381,45.5
Catron,558,253,45.3
Mora,528,240,45.5
Guadalupe,455,206,45.3
Union,399,181,45.4
Hidalgo,365,166,45.5
De Baca,153,69,45.1
Harding,74,33,44.6



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,142563,64836,45.5
