BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Polk,33258,20353,61.2
Linn,11878,7269,61.2
Scott,10448,6393,61.2
Black Hawk,8772,5368,61.2
Johnson,7904,4837,61.2
Dubuque,6384,3906,61.2
Woodbury,6218,3805,61.2
Dallas,4927,3015,61.2
Story,4587,2807,61.2
Pottawattamie,4195,2567,61.2
Cerro Gordo,3240,1982,61.2
Webster,2625,1606,61.2
Clinton,2435,1490,61.2
Marshall,1864,1140,61.2
Muscatine,1741,1065,61.2
Des Moines,1707,1044,61.2
Wapello,1584,969,61.2
Bremer,1543,944,61.2
Lee,1538,941,61.2
Marion,1465,896,61.2
Jasper,1427,873,61.2
Warren,1351,826,61.1
Sioux,1340,820,61.2
Carroll,1274,779,61.1
Washington,1225,749,61.1
Plymouth,1167,714,61.2
Boone,1016,621,61.1
Page,1009,617,61.1
O'Brien,994,608,61.2
Winneshiek,994,608,61.2
Fayette,994,608,61.2
Clayton,981,600,61.2
Hardin,948,580,61.2
Poweshiek,884,540,61.1
Buena Vista,838,512,61.1
Harrison,727,444,61.1
Benton,710,434,61.1
Clay,693,424,61.2
Henry,677,414,61.2
Cass,678,414,61.1
Delaware,671,410,61.1
Mahaska,659,403,61.2
Cherokee,653,399,61.1
Jones,646,395,61.1
Calhoun,645,394,61.1
Kossuth,640,391,61.1
Buchanan,640,391,61.1
Shelby,635,388,61.1
Floyd,628,384,61.1
Dickinson,606,370,61.1
Iowa,601,367,61.1
Mills,598,365,61.0
Jackson,589,360,61.1
Emmet,558,341,61.1
Appanoose,552,337,61.1
Guthrie,541,331,61.2
Grundy,533,326,61.2
Hancock,525,321,61.1
Butler,524,320,61.1
Crawford,508,310,61.0
Howard,495,302,61.0
Wright,492,301,61.2
Jefferson,486,297,61.1
Palo Alto,481,294,61.1
Monona,479,293,61.2
Lyon,479,293,61.2
Hamilton,475,290,61.1
Tama,475,290,61.1
Mitchell,464,283,61.0
Union,463,283,61.1
Sac,464,283,61.0
Cedar,458,280,61.1
Chickasaw,433,264,61.0
Madison,431,263,61.0
Montgomery,415,253,61.0
Franklin,362,221,61.0
Greene,353,216,61.2
Ida,349,213,61.0
Allamakee,330,201,60.9
Clarke,309,189,61.2
Lucas,304,186,61.2
Keokuk,279,170,60.9
Louisa,277,169,61.0
Winnebago,276,168,60.9
Monroe,266,162,60.9
Pocahontas,264,161,61.0
Adair,261,159,60.9
Osceola,242,148,61.2
Humboldt,242,148,61.2
Fremont,198,121,61.1
Ringgold,197,120,60.9
Van Buren,166,101,60.8
Davis,164,100,61.0
Decatur,162,99,61.1
Taylor,162,99,61.1
Wayne,144,88,61.1
Audubon,120,73,60.8
Adams,118,72,61.0
Worth,109,66,60.6



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Health care personnel,162836,99604,61.2
