BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Milwaukee,54039,23534,43.6
Waukesha,31116,13551,43.5
Dane,27623,12030,43.6
Brown,15688,6832,43.5
Racine,13175,5737,43.5
Winnebago,11964,5210,43.5
Outagamie,11108,4837,43.5
Rock,11079,4825,43.6
Marathon,10157,4423,43.5
Washington,9920,4320,43.5
Kenosha,9505,4139,43.5
Sheboygan,8703,3790,43.5
La Crosse,8111,3532,43.5
Fond du Lac,7929,3453,43.5
Ozaukee,7447,3243,43.5
Walworth,7121,3101,43.5
Manitowoc,6951,3027,43.5
Dodge,6779,2952,43.5
Wood,6680,2909,43.5
Eau Claire,6450,2809,43.6
Jefferson,5592,2435,43.5
Sauk,4863,2117,43.5
Waupaca,4861,2117,43.6
Portage,4689,2042,43.5
St. Croix,4640,2020,43.5
Chippewa,4632,2017,43.5
Barron,4148,1806,43.5
Marinette,4112,1790,43.5
Grant,4112,1790,43.5
Columbia,4049,1763,43.5
Oneida,3892,1695,43.6
Shawano,3782,1647,43.5
Polk,3609,1571,43.5
Door,3169,1380,43.5
Douglas,3166,1378,43.5
Monroe,3134,1364,43.5
Oconto,3020,1315,43.5
Calumet,2903,1264,43.5
Green,2869,1249,43.5
Dunn,2854,1242,43.5
Vilas,2824,1229,43.5
Clark,2619,1140,43.5
Lincoln,2610,1136,43.5
Vernon,2540,1106,43.5
Waushara,2369,1031,43.5
Pierce,2341,1019,43.5
Adams,2273,989,43.5
Trempealeau,2257,982,43.5
Juneau,2190,953,43.5
Langlade,2031,884,43.5
Kewaunee,1798,783,43.5
Taylor,1789,779,43.5
Richland,1745,759,43.5
Burnett,1742,758,43.5
Green Lake,1741,758,43.5
Iowa,1668,726,43.5
Sawyer,1624,707,43.5
Washburn,1614,702,43.5
Jackson,1583,689,43.5
Crawford,1566,682,43.6
Marquette,1532,667,43.5
Bayfield,1470,640,43.5
Rusk,1469,639,43.5
Price,1452,632,43.5
Lafayette,1423,619,43.5
Buffalo,1238,539,43.5
Ashland,1222,532,43.5
Forest,892,388,43.5
Iron,768,334,43.5
Pepin,725,315,43.4
Florence,458,199,43.4
Menominee,207,90,43.5



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,403421,175662,43.5
