BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Fairfax,11941,11941,100.0
Prince William,5048,5048,100.0
Virginia Beach City,4889,4889,100.0
Loudoun,4318,4318,100.0
Chesterfield,3563,3563,100.0
Henrico,3465,3465,100.0
Arlington,3140,3140,100.0
Richmond City,2968,2968,100.0
Norfolk City,2834,2834,100.0
Chesapeake City,2538,2538,100.0
Newport News City,2085,2085,100.0
Alexandria City,2062,2062,100.0
Stafford,1551,1551,100.0
Hampton City,1486,1486,100.0
Spotsylvania,1331,1331,100.0
Montgomery,1270,1270,100.0
Albemarle,1142,1142,100.0
Lynchburg City,1124,1124,100.0
Roanoke City,1034,1034,100.0
Portsmouth City,1023,1023,100.0
Hanover,963,963,100.0
Suffolk City,917,917,100.0
Harrisonburg City,885,885,100.0
Roanoke,855,855,100.0
Frederick,812,812,100.0
Rockingham,758,758,100.0
Charlottesville City,687,687,100.0
York,669,669,100.0
Bedford,654,654,100.0
Fauquier,642,642,100.0
James City,629,629,100.0
Augusta,619,619,100.0
Campbell,523,523,100.0
Pittsylvania,501,501,100.0
Culpeper,481,481,100.0
Franklin,472,472,100.0
Washington,467,467,100.0
Manassas City,441,441,100.0
Fredericksburg City,419,419,100.0
Henry,415,415,100.0
Danville City,383,383,100.0
Shenandoah,370,370,100.0
Warren,367,367,100.0
Prince George,356,356,100.0
Tazewell,346,346,100.0
Petersburg City,338,338,100.0
Wise,336,336,100.0
Gloucester,329,329,100.0
Orange,325,325,100.0
Isle of Wight,319,319,100.0
Radford City,312,312,100.0
Louisa,311,311,100.0
Caroline,286,286,100.0
Winchester City,286,286,100.0
Fluvanna,285,285,100.0
Amherst,283,283,100.0
Halifax,282,282,100.0
Prince Edward,279,279,100.0
Pulaski,275,275,100.0
Botetourt,273,273,100.0
Dinwiddie,268,268,100.0
Smyth,268,268,100.0
Salem City,262,262,100.0
Staunton City,262,262,100.0
Accomack,262,262,100.0
Williamsburg City,259,259,100.0
King George,258,258,100.0
Wythe,253,253,100.0
Mecklenburg,239,239,100.0
Fairfax City,238,238,100.0
Carroll,234,234,100.0
Hopewell City,234,234,100.0
Russell,233,233,100.0
Powhatan,222,222,100.0
Waynesboro City,220,220,100.0
Page,203,203,100.0
New Kent,195,195,100.0
Manassas Park City,194,194,100.0
Lee,187,187,100.0
Rockbridge,185,185,100.0
Goochland,183,183,100.0
Greene,181,181,100.0
Buchanan,175,175,100.0
Scott,172,172,100.0
Colonial Heights City,170,170,100.0
Bristol City,164,164,100.0
King William,163,163,100.0
Giles,145,145,100.0
Appomattox,144,144,100.0
Southampton,142,142,100.0
Falls Church City,138,138,100.0
Westmoreland,136,136,100.0
Buckingham,131,131,100.0
Floyd,128,128,100.0
Alleghany,126,126,100.0
Dickenson,126,126,100.0
Patrick,126,126,100.0
Brunswick,123,123,100.0
Nottoway,121,121,100.0
Martinsville City,119,119,100.0
Grayson,116,116,100.0
Clarke,114,114,100.0
Madison,107,107,100.0
Lunenburg,105,105,100.0
Nelson,105,105,100.0
Amelia,105,105,100.0
Poquoson City,103,103,100.0
Essex,99,99,100.0
Charlotte,96,96,100.0
Cumberland,93,93,100.0
Northampton,87,87,100.0
Franklin City,77,77,100.0
Northumberland,75,75,100.0
Lexington City,74,74,100.0
Sussex,73,73,100.0
Greensville,72,72,100.0
Lancaster,71,71,100.0
Buena Vista City,68,68,100.0
Middlesex,65,65,100.0
Mathews,60,60,100.0
Galax City,58,58,100.0
King and Queen,56,56,100.0
Emporia City,56,56,100.0
Surry,55,55,100.0
Covington City,53,53,100.0
Rappahannock,53,53,100.0
Charles City,52,52,100.0
Craig,49,49,100.0
Richmond,48,48,100.0
Bland,44,44,100.0
Bath,43,43,100.0
Norton City,39,39,100.0
Highland,11,11,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,87933,87933,100.0
