BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
King,25298,25298,100.0
Pierce,9486,9486,100.0
Snohomish,8407,8407,100.0
Spokane,5332,5332,100.0
Clark,4893,4893,100.0
Thurston,2942,2942,100.0
Yakima,2595,2595,100.0
Kitsap,2538,2538,100.0
Whatcom,2506,2506,100.0
Benton,2011,2011,100.0
Skagit,1172,1172,100.0
Franklin,1010,1010,100.0
Cowlitz,1001,1001,100.0
Grant,973,973,100.0
Whitman,769,769,100.0
Island,726,726,100.0
Chelan,713,713,100.0
Lewis,704,704,100.0
Grays Harbor,609,609,100.0
Walla Walla,604,604,100.0
Clallam,570,570,100.0
Kittitas,560,560,100.0
Mason,508,508,100.0
Douglas,398,398,100.0
Stevens,357,357,100.0
Okanogan,355,355,100.0
Adams,198,198,100.0
Asotin,194,194,100.0
Jefferson,185,185,100.0
Klickitat,179,179,100.0
Pacific,150,150,100.0
San Juan,118,118,100.0
Pend Oreille,99,99,100.0
Skamania,99,99,100.0
Lincoln,79,79,100.0
Ferry,60,60,100.0
Columbia,30,30,100.0
Wahkiakum,30,30,100.0
Garfield,21,21,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,78479,78479,100.0
