BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Salt Lake,228088,35890,15.7
Utah,112753,17742,15.7
Davis,62608,9851,15.7
Weber,56044,8818,15.7
Washington,28920,4550,15.7
Cache,21349,3359,15.7
Tooele,17782,2798,15.7
Box Elder,11867,1867,15.7
Iron,10709,1685,15.7
Uintah,8815,1387,15.7
Sanpete,6791,1068,15.7
Summit,5528,869,15.7
Wasatch,5175,814,15.7
Carbon,4882,768,15.7
Sevier,4817,757,15.7
Duchesne,4244,667,15.7
San Juan,4099,644,15.7
Millard,3173,499,15.7
Emery,2378,374,15.7
Juab,2334,367,15.7
Morgan,2144,337,15.7
Grand,1979,311,15.7
Kane,1514,238,15.7
Beaver,1271,199,15.7
Garfield,1033,162,15.7
Wayne,475,74,15.6
Rich,405,63,15.6
Daggett,273,42,15.4
Piute,256,40,15.6



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,611706,96240,15.7
