BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Wayne,496798,60516,12.2
Oakland,261472,31850,12.2
Macomb,232619,28335,12.2
Kent,152618,18590,12.2
Genesee,113339,13806,12.2
Washtenaw,78805,9599,12.2
Kalamazoo,65413,7968,12.2
Ingham,62829,7653,12.2
Ottawa,59633,7264,12.2
Saginaw,57085,6953,12.2
Muskegon,49943,6083,12.2
St. Clair,46349,5645,12.2
Livingston,42860,5220,12.2
Jackson,42186,5138,12.2
Monroe,40910,4983,12.2
Berrien,39770,4844,12.2
Calhoun,37396,4555,12.2
Bay,31280,3810,12.2
Lenawee,27787,3384,12.2
Eaton,27335,3329,12.2
Allegan,26955,3283,12.2
Lapeer,25779,3140,12.2
Montcalm,21179,2579,12.2
Van Buren,20244,2465,12.2
Clinton,19758,2406,12.2
Isabella,19738,2404,12.2
Shiawassee,19431,2366,12.2
Marquette,18610,2266,12.2
Midland,18600,2265,12.2
Grand Traverse,18291,2228,12.2
Ionia,17575,2140,12.2
St. Joseph,15479,1885,12.2
Tuscola,15117,1841,12.2
Barry,14148,1723,12.2
Newaygo,14063,1713,12.2
Gratiot,13043,1588,12.2
Branch,13027,1586,12.2
Cass,12539,1527,12.2
Chippewa,12251,1492,12.2
Hillsdale,11877,1446,12.2
Mecosta,11238,1368,12.2
Sanilac,10948,1333,12.2
Clare,9579,1166,12.2
Delta,9566,1165,12.2
Wexford,9544,1162,12.2
Mason,8486,1033,12.2
Houghton,8304,1011,12.2
Huron,8157,993,12.2
Roscommon,7733,941,12.2
Emmet,7712,939,12.2
Oceana,7350,895,12.2
Cheboygan,7319,891,12.2
Alpena,7222,879,12.2
Iosco,7014,854,12.2
Dickinson,6782,826,12.2
Gladwin,6705,816,12.2
Charlevoix,6702,816,12.2
Otsego,6558,798,12.2
Manistee,6554,798,12.2
Ogemaw,6396,779,12.2
Osceola,6371,776,12.2
Antrim,6171,751,12.2
Menominee,6164,750,12.2
Kalkaska,5005,609,12.2
Leelanau,4573,557,12.2
Gogebic,4522,550,12.2
Arenac,4422,538,12.2
Missaukee,4061,494,12.2
Lake,3979,484,12.2
Crawford,3980,484,12.2
Presque Isle,3646,444,12.2
Benzie,3630,442,12.2
Mackinac,3305,402,12.2
Iron,3140,382,12.2
Montmorency,2735,333,12.2
Alcona,2590,315,12.2
Alger,2577,313,12.1
Baraga,2504,305,12.2
Schoolcraft,2412,293,12.1
Oscoda,2318,282,12.2
Luce,1958,238,12.2
Ontonagon,1552,189,12.2
Keweenaw,510,62,12.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,2556125,311324,12.2
