BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Hinds,79349,8358,10.5
Harrison,61369,6464,10.5
DeSoto,53501,5635,10.5
Rankin,44455,4682,10.5
Jackson,41407,4361,10.5
Madison,26081,2747,10.5
Lee,25412,2676,10.5
Forrest,25215,2656,10.5
Jones,21929,2309,10.5
Lauderdale,20907,2202,10.5
Lowndes,18073,1903,10.5
Lamar,16918,1782,10.5
Pearl River,16134,1699,10.5
Oktibbeha,15810,1665,10.5
Warren,15471,1629,10.5
Washington,15332,1615,10.5
Hancock,14020,1476,10.5
Lafayette,13995,1474,10.5
Pike,13116,1381,10.5
Panola,12639,1331,10.5
Marshall,11920,1255,10.5
Monroe,11593,1221,10.5
Alcorn,11540,1215,10.5
Adams,11233,1183,10.5
Yazoo,10725,1129,10.5
Sunflower,10416,1097,10.5
Lincoln,10348,1090,10.5
Bolivar,10291,1084,10.5
Copiah,10149,1069,10.5
Pontotoc,10143,1068,10.5
Scott,9730,1024,10.5
Neshoba,9688,1020,10.5
Leflore,9484,999,10.5
Simpson,9312,980,10.5
Tate,9240,973,10.5
Marion,9233,972,10.5
Prentiss,9219,971,10.5
Union,8425,887,10.5
Coahoma,8165,860,10.5
Leake,7971,839,10.5
Tippah,7283,767,10.5
George,7286,767,10.5
Wayne,7070,744,10.5
Itawamba,6957,732,10.5
Clay,6882,724,10.5
Newton,6844,720,10.5
Grenada,6815,717,10.5
Holmes,6577,692,10.5
Covington,6483,682,10.5
Winston,6170,649,10.5
Stone,5965,628,10.5
Attala,5951,626,10.5
Tishomingo,5813,612,10.5
Jasper,5648,594,10.5
Chickasaw,5597,589,10.5
Walthall,5318,560,10.5
Tallahatchie,5227,550,10.5
Clarke,5179,545,10.5
Smith,5096,536,10.5
Calhoun,5040,530,10.5
Greene,4957,522,10.5
Yalobusha,4294,452,10.5
Amite,4199,442,10.5
Perry,4154,437,10.5
Jefferson Davis,4045,426,10.5
Lawrence,4021,423,10.5
Kemper,3894,410,10.5
Noxubee,3761,396,10.5
Claiborne,3542,373,10.5
Wilkinson,3496,368,10.5
Tunica,3347,352,10.5
Humphreys,3289,346,10.5
Montgomery,3252,342,10.5
Jefferson,2985,314,10.5
Webster,2918,307,10.5
Carroll,2876,302,10.5
Benton,2854,300,10.5
Quitman,2830,298,10.5
Choctaw,2730,287,10.5
Franklin,2438,256,10.5
Sharkey,1705,179,10.5
Issaquena,616,64,10.4



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,945362,99541,10.5
