BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Fairfax,71171,24752,34.8
Newport News City,39295,13666,34.8
Loudoun,34691,12065,34.8
Virginia Beach City,30260,10524,34.8
Chesterfield,28785,10011,34.8
Henrico,27059,9410,34.8
Prince William,23889,8308,34.8
Norfolk City,22130,7696,34.8
Richmond City,19566,6804,34.8
Arlington,17454,6070,34.8
Chesapeake City,17266,6004,34.8
Portsmouth City,16491,5735,34.8
Alexandria City,13204,4592,34.8
Rockingham,11221,3902,34.8
Frederick,11043,3840,34.8
Hanover,10433,3628,34.8
Montgomery,10299,3581,34.8
Lynchburg City,10294,3580,34.8
Augusta,9720,3380,34.8
Hampton City,9122,3172,34.8
Albemarle,8885,3090,34.8
Roanoke,8462,2942,34.8
Campbell,7913,2752,34.8
Spotsylvania,7540,2622,34.8
Roanoke City,7536,2620,34.8
Stafford,7489,2604,34.8
Suffolk City,6793,2362,34.8
Pulaski,6691,2327,34.8
Henry,6557,2280,34.8
Franklin,6531,2271,34.8
Harrisonburg City,6389,2222,34.8
Shenandoah,6264,2178,34.8
Danville City,6117,2127,34.8
James City,5716,1987,34.8
Washington,5417,1883,34.8
Bedford,5393,1875,34.8
Fauquier,5325,1851,34.8
Accomack,5272,1833,34.8
Isle of Wight,5024,1747,34.8
Smyth,4709,1637,34.8
Pittsylvania,4704,1636,34.8
Manassas City,4578,1592,34.8
Salem City,4360,1516,34.8
Charlottesville City,4337,1508,34.8
Culpeper,4165,1448,34.8
Wythe,4144,1441,34.8
Botetourt,4015,1396,34.8
Prince George,3952,1374,34.8
Tazewell,3763,1308,34.8
Halifax,3512,1221,34.8
Wise,3451,1200,34.8
Warren,3293,1145,34.8
York,3262,1134,34.8
Louisa,3165,1100,34.8
Hopewell City,3126,1087,34.8
Amherst,3084,1072,34.8
Orange,3008,1046,34.8
Winchester City,3004,1044,34.8
Bristol City,3001,1043,34.8
Mecklenburg,2954,1027,34.8
Carroll,2764,961,34.8
Rockbridge,2600,904,34.8
Waynesboro City,2533,880,34.7
Petersburg City,2455,853,34.7
Gloucester,2383,828,34.7
Powhatan,2373,825,34.8
Fredericksburg City,2285,794,34.7
Scott,2146,746,34.8
Caroline,2138,743,34.8
Goochland,2109,733,34.8
Dinwiddie,2087,725,34.7
Staunton City,2073,720,34.7
Patrick,1952,678,34.7
Russell,1892,658,34.8
Page,1880,653,34.7
Greensville,1876,652,34.8
Giles,1851,643,34.7
Southampton,1837,638,34.7
Galax City,1806,628,34.8
Lee,1774,616,34.7
Buckingham,1703,592,34.8
Martinsville City,1665,579,34.8
Westmoreland,1657,576,34.8
Northampton,1651,574,34.8
Fluvanna,1632,567,34.7
Radford City,1594,554,34.8
King William,1539,535,34.8
King George,1499,521,34.8
Clarke,1481,515,34.8
Buchanan,1419,493,34.7
Nelson,1376,478,34.7
New Kent,1361,473,34.8
Northumberland,1324,460,34.7
Floyd,1289,448,34.8
Prince Edward,1259,437,34.7
Nottoway,1255,436,34.7
Charlotte,1177,409,34.7
Grayson,1167,405,34.7
Williamsburg City,1146,398,34.7
Brunswick,1119,389,34.8
Madison,1107,385,34.8
Falls Church City,1104,383,34.7
Lunenburg,1099,382,34.8
Colonial Heights City,1081,375,34.7
Greene,1074,373,34.7
Alleghany,1054,366,34.7
Fairfax City,1030,358,34.8
Buena Vista City,970,337,34.7
Bland,947,329,34.7
Appomattox,942,327,34.7
Essex,940,326,34.7
Manassas Park City,902,313,34.7
Amelia,894,310,34.7
Dickenson,843,293,34.8
Lancaster,797,277,34.8
Sussex,735,255,34.7
Middlesex,735,255,34.7
Richmond,661,229,34.6
Cumberland,641,222,34.6
Mathews,571,198,34.7
Charles City,535,186,34.8
Rappahannock,536,186,34.7
Covington City,527,183,34.7
Poquoson City,513,178,34.7
King and Queen,494,171,34.6
Franklin City,426,148,34.7
Lexington City,415,144,34.7
Surry,383,133,34.7
Emporia City,346,120,34.7
Norton City,344,119,34.6
Bath,315,109,34.6
Craig,292,101,34.6
Highland,148,51,34.5



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Frontline essential workers,730822,254107,34.8
