BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Yellowstone,1767,1767,100.0
Cascade,1082,1082,100.0
Missoula,916,916,100.0
Flathead,847,847,100.0
Gallatin,715,715,100.0
Lewis and Clark,591,591,100.0
Silver Bow,399,399,100.0
Ravalli,257,257,100.0
Fergus,225,225,100.0
Lake,213,213,100.0
Park,139,139,100.0
Custer,133,133,100.0
Rosebud,132,132,100.0
Lincoln,118,118,100.0
Hill,110,110,100.0
Dawson,105,105,100.0
Valley,100,100,100.0
Richland,97,97,100.0
Beaverhead,90,90,100.0
Stillwater,81,81,100.0
Sanders,67,67,100.0
Jefferson,61,61,100.0
Madison,60,60,100.0
Sheridan,59,59,100.0
Powell,58,58,100.0
Pondera,57,57,100.0
Glacier,43,43,100.0
Roosevelt,42,42,100.0
Toole,40,40,100.0
Musselshell,35,35,100.0
Big Horn,35,35,100.0
Blaine,35,35,100.0
Carbon,35,35,100.0
Deer Lodge,28,28,100.0
Fallon,27,27,100.0
Teton,27,27,100.0
Broadwater,26,26,100.0
Wibaux,25,25,100.0
Phillips,20,20,100.0
Powder River,19,19,100.0
Sweet Grass,18,18,100.0
Liberty,18,18,100.0
Mineral,14,14,100.0
Wheatland,11,11,100.0
Chouteau,7,7,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,8984,8984,100.0
