BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Milwaukee,6939,6939,100.0
Dane,3864,3864,100.0
Waukesha,3165,3165,100.0
Brown,2269,2269,100.0
Outagamie,1754,1754,100.0
Winnebago,1623,1623,100.0
Kenosha,1415,1415,100.0
Racine,1375,1375,100.0
Sheboygan,1364,1364,100.0
Marathon,1190,1190,100.0
Rock,1137,1137,100.0
Walworth,1114,1114,100.0
Washington,1110,1110,100.0
La Crosse,1006,1006,100.0
Dodge,973,973,100.0
Fond du Lac,970,970,100.0
Eau Claire,961,961,100.0
Manitowoc,940,940,100.0
Jefferson,879,879,100.0
Waupaca,874,874,100.0
Wood,825,825,100.0
Ozaukee,770,770,100.0
St. Croix,704,704,100.0
Barron,642,642,100.0
Chippewa,622,622,100.0
Columbia,583,583,100.0
Sauk,559,559,100.0
Grant,541,541,100.0
Marinette,504,504,100.0
Polk,492,492,100.0
Douglas,482,482,100.0
Portage,433,433,100.0
Calumet,420,420,100.0
Lincoln,401,401,100.0
Shawano,386,386,100.0
Pierce,369,369,100.0
Oneida,342,342,100.0
Juneau,333,333,100.0
Door,328,328,100.0
Vernon,320,320,100.0
Monroe,300,300,100.0
Dunn,272,272,100.0
Green,255,255,100.0
Oconto,252,252,100.0
Richland,222,222,100.0
Kewaunee,215,215,100.0
Iowa,209,209,100.0
Clark,199,199,100.0
Sawyer,189,189,100.0
Jackson,184,184,100.0
Price,180,180,100.0
Ashland,175,175,100.0
Green Lake,173,173,100.0
Trempealeau,166,166,100.0
Taylor,164,164,100.0
Langlade,149,149,100.0
Vilas,149,149,100.0
Crawford,143,143,100.0
Marquette,141,141,100.0
Rusk,134,134,100.0
Washburn,127,127,100.0
Waushara,120,120,100.0
Burnett,109,109,100.0
Iron,98,98,100.0
Buffalo,87,87,100.0
Bayfield,82,82,100.0
Lafayette,74,74,100.0
Forest,54,54,100.0
Adams,44,44,100.0
Florence,35,35,100.0
Menominee,15,15,100.0
Pepin,10,10,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,49704,49704,100.0
