BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Polk,4336,4336,100.0
Linn,2064,2064,100.0
Black Hawk,1713,1713,100.0
Scott,1640,1640,100.0
Dubuque,1340,1340,100.0
Johnson,1322,1322,100.0
Story,1065,1065,100.0
Woodbury,1063,1063,100.0
Pottawattamie,882,882,100.0
Cerro Gordo,817,817,100.0
Marshall,805,805,100.0
Dallas,747,747,100.0
Webster,614,614,100.0
Muscatine,579,579,100.0
Warren,560,560,100.0
Des Moines,558,558,100.0
Sioux,534,534,100.0
Carroll,498,498,100.0
Lee,467,467,100.0
Marion,455,455,100.0
Clinton,453,453,100.0
O'Brien,450,450,100.0
Fayette,437,437,100.0
Boone,414,414,100.0
Butler,412,412,100.0
Cass,379,379,100.0
Dickinson,355,355,100.0
Jasper,348,348,100.0
Bremer,346,346,100.0
Hardin,342,342,100.0
Mahaska,337,337,100.0
Cedar,330,330,100.0
Delaware,327,327,100.0
Kossuth,326,326,100.0
Benton,321,321,100.0
Clay,316,316,100.0
Palo Alto,293,293,100.0
Poweshiek,290,290,100.0
Wapello,288,288,100.0
Clayton,287,287,100.0
Hamilton,283,283,100.0
Plymouth,282,282,100.0
Buena Vista,281,281,100.0
Washington,280,280,100.0
Buchanan,278,278,100.0
Guthrie,276,276,100.0
Page,261,261,100.0
Cherokee,257,257,100.0
Chickasaw,250,250,100.0
Winneshiek,249,249,100.0
Iowa,246,246,100.0
Tama,244,244,100.0
Winnebago,241,241,100.0
Crawford,237,237,100.0
Henry,236,236,100.0
Ida,234,234,100.0
Harrison,234,234,100.0
Mitchell,233,233,100.0
Franklin,229,229,100.0
Floyd,224,224,100.0
Monona,215,215,100.0
Appanoose,214,214,100.0
Jefferson,207,207,100.0
Montgomery,201,201,100.0
Grundy,199,199,100.0
Jones,199,199,100.0
Emmet,197,197,100.0
Hancock,194,194,100.0
Wright,188,188,100.0
Jackson,184,184,100.0
Madison,177,177,100.0
Howard,175,175,100.0
Clarke,175,175,100.0
Lyon,168,168,100.0
Keokuk,166,166,100.0
Allamakee,162,162,100.0
Pocahontas,162,162,100.0
Monroe,154,154,100.0
Greene,151,151,100.0
Adair,149,149,100.0
Union,148,148,100.0
Ringgold,145,145,100.0
Sac,141,141,100.0
Calhoun,138,138,100.0
Osceola,118,118,100.0
Humboldt,116,116,100.0
Davis,115,115,100.0
Shelby,114,114,100.0
Lucas,114,114,100.0
Worth,110,110,100.0
Decatur,108,108,100.0
Mills,101,101,100.0
Van Buren,98,98,100.0
Louisa,95,95,100.0
Taylor,92,92,100.0
Wayne,86,86,100.0
Audubon,76,76,100.0
Fremont,75,75,100.0
Adams,32,32,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,39824,39824,100.0
