BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Yellowstone,35169,5957,16.9
Gallatin,24010,4067,16.9
Missoula,23614,4000,16.9
Lewis and Clark,17562,2974,16.9
Flathead,17506,2965,16.9
Cascade,14797,2506,16.9
Silver Bow,6133,1038,16.9
Ravalli,4473,757,16.9
Lake,2842,481,16.9
Hill,2639,447,16.9
Park,2513,425,16.9
Richland,2385,404,16.9
Big Horn,2148,363,16.9
Rosebud,2097,355,16.9
Lincoln,2064,349,16.9
Custer,1977,334,16.9
Roosevelt,1558,263,16.9
Fergus,1541,261,16.9
Beaverhead,1401,237,16.9
Carbon,1329,225,16.9
Glacier,1315,222,16.9
Jefferson,1095,185,16.9
Sanders,1075,182,16.9
Dawson,1066,180,16.9
Madison,1047,177,16.9
Valley,1013,171,16.9
Toole,813,137,16.9
Stillwater,807,136,16.9
Powell,645,109,16.9
Deer Lodge,646,109,16.9
Broadwater,603,102,16.9
Teton,584,98,16.8
Fallon,524,88,16.8
Pondera,496,84,16.9
Sheridan,457,77,16.8
Sweet Grass,452,76,16.8
Chouteau,445,75,16.9
Mineral,386,65,16.8
Blaine,376,63,16.8
Phillips,367,62,16.9
Granite,316,53,16.8
Musselshell,278,47,16.9
Judith Basin,215,36,16.7
Daniels,189,32,16.9
Wheatland,164,27,16.5
Liberty,154,26,16.9
Garfield,142,24,16.9
Powder River,139,23,16.5
Meagher,134,22,16.4
McCone,104,17,16.3
Prairie,106,17,16.0
Carter,78,13,16.7
Wibaux,75,12,16.0
Treasure,42,7,16.7
Golden Valley,38,6,15.8
Petroleum,27,4,14.8



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,184171,31172,16.9
