BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Wayne,112673,64044,56.8
Oakland,93859,53350,56.8
Kent,62746,35665,56.8
Macomb,37073,21072,56.8
Washtenaw,24031,13659,56.8
Genesee,23664,13450,56.8
Kalamazoo,21666,12315,56.8
Ingham,13813,7851,56.8
Saginaw,12250,6963,56.8
Ottawa,11449,6507,56.8
Livingston,9296,5283,56.8
Calhoun,9051,5144,56.8
Muskegon,7577,4306,56.8
St. Clair,6549,3722,56.8
Jackson,6049,3438,56.8
Berrien,5980,3399,56.8
Grand Traverse,5288,3005,56.8
Bay,4795,2725,56.8
Monroe,4632,2632,56.8
Lenawee,4136,2350,56.8
Marquette,4110,2336,56.8
Allegan,3539,2011,56.8
Midland,3435,1952,56.8
Eaton,3218,1829,56.8
Isabella,3026,1720,56.8
Lapeer,2855,1622,56.8
Van Buren,2532,1439,56.8
Montcalm,2339,1329,56.8
Dickinson,2063,1172,56.8
Clinton,2029,1153,56.8
Tuscola,1998,1135,56.8
Gratiot,1954,1110,56.8
Shiawassee,1824,1036,56.8
St. Joseph,1717,975,56.8
Branch,1709,971,56.8
Newaygo,1673,950,56.8
Emmet,1550,881,56.8
Ionia,1513,860,56.8
Barry,1508,857,56.8
Huron,1374,780,56.8
Sanilac,1368,777,56.8
Chippewa,1279,726,56.8
Mecosta,1247,708,56.8
Delta,1243,706,56.8
Alpena,1210,687,56.8
Houghton,1197,680,56.8
Wexford,1149,653,56.8
Cass,1120,636,56.8
Ogemaw,1114,633,56.8
Charlevoix,942,535,56.8
Clare,936,532,56.8
Mason,898,510,56.8
Otsego,878,499,56.8
Osceola,834,474,56.8
Hillsdale,795,451,56.7
Iosco,761,432,56.8
Manistee,740,420,56.8
Leelanau,637,362,56.8
Gladwin,582,330,56.7
Gogebic,509,289,56.8
Roscommon,469,266,56.7
Arenac,458,260,56.8
Oceana,444,252,56.8
Benzie,403,229,56.8
Crawford,396,225,56.8
Menominee,392,222,56.6
Kalkaska,360,204,56.7
Iron,315,179,56.8
Cheboygan,308,175,56.8
Mackinac,302,171,56.6
Missaukee,275,156,56.7
Alger,230,130,56.5
Alcona,201,114,56.7
Antrim,190,107,56.3
Schoolcraft,161,91,56.5
Lake,159,90,56.6
Montmorency,151,85,56.3
Ontonagon,144,81,56.2
Presque Isle,136,77,56.6
Luce,133,75,56.4
Baraga,127,72,56.7
Oscoda,54,30,55.6



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Health care personnel,547790,311329,56.8
