BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Cook,975191,180572,18.5
DuPage,190081,35196,18.5
Lake,102495,18978,18.5
Will,101001,18701,18.5
Sangamon,72351,13396,18.5
Kane,67731,12541,18.5
Madison,48025,8892,18.5
McLean,44024,8151,18.5
St. Clair,41847,7748,18.5
Winnebago,38017,7039,18.5
McHenry,35203,6518,18.5
Champaign,32331,5986,18.5
Peoria,29945,5544,18.5
Rock Island,23721,4392,18.5
Tazewell,20388,3775,18.5
Macon,16318,3021,18.5
LaSalle,16319,3021,18.5
Kankakee,13258,2454,18.5
Kendall,12979,2403,18.5
DeKalb,11786,2182,18.5
Adams,10903,2018,18.5
Williamson,10896,2017,18.5
Jackson,8297,1536,18.5
Vermilion,7956,1473,18.5
Grundy,7584,1404,18.5
Effingham,7584,1404,18.5
Coles,6523,1207,18.5
Whiteside,6269,1160,18.5
Knox,6196,1147,18.5
Stephenson,5787,1071,18.5
Henry,5457,1010,18.5
Morgan,5444,1008,18.5
Jefferson,5411,1001,18.5
Ogle,5310,983,18.5
Clinton,4678,866,18.5
Boone,4567,845,18.5
Franklin,4186,775,18.5
Woodford,3887,719,18.5
Marion,3861,714,18.5
Livingston,3831,709,18.5
McDonough,3395,628,18.5
Montgomery,3375,624,18.5
Macoupin,3295,610,18.5
Randolph,3229,597,18.5
Lee,3135,580,18.5
Fulton,2939,544,18.5
Christian,2872,531,18.5
Logan,2849,527,18.5
Bureau,2839,525,18.5
Saline,2833,524,18.5
Douglas,2764,511,18.5
Iroquois,2490,461,18.5
Jo Daviess,2437,451,18.5
Monroe,2366,438,18.5
Crawford,2345,434,18.5
Fayette,2155,399,18.5
Jersey,2064,382,18.5
Richland,2029,375,18.5
Edgar,1832,339,18.5
Shelby,1811,335,18.5
Carroll,1617,299,18.5
De Witt,1599,296,18.5
Clark,1547,286,18.5
Perry,1519,281,18.5
Wayne,1492,276,18.5
Lawrence,1494,276,18.5
Washington,1440,266,18.5
Pike,1384,256,18.5
Bond,1369,253,18.5
White,1358,251,18.5
Piatt,1287,238,18.5
Moultrie,1260,233,18.5
Hancock,1244,230,18.5
Warren,1219,225,18.5
Union,1090,201,18.4
Cass,1060,196,18.5
Massac,1011,187,18.5
Mason,1013,187,18.5
Wabash,994,184,18.5
Mercer,985,182,18.5
Clay,925,171,18.5
Ford,910,168,18.5
Greene,896,165,18.4
Marshall,803,148,18.4
Johnson,750,138,18.4
Cumberland,740,137,18.5
Jasper,738,136,18.4
Menard,690,127,18.4
Hamilton,486,89,18.3
Gallatin,446,82,18.4
Schuyler,429,79,18.4
Scott,426,78,18.3
Putnam,419,77,18.4
Stark,400,74,18.5
Alexander,405,74,18.3
Henderson,399,73,18.3
Brown,394,72,18.3
Pulaski,392,72,18.4
Calhoun,390,72,18.5
Edwards,329,60,18.2
Pope,221,40,18.1
Hardin,169,31,18.3



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,2108431,390358,18.5
