BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Pulaski,99406,22641,22.8
Benton,44545,10145,22.8
Washington,42966,9786,22.8
Sebastian,20786,4734,22.8
Craighead,17882,4072,22.8
Faulkner,16728,3810,22.8
Garland,15118,3443,22.8
Saline,12472,2840,22.8
Pope,9365,2133,22.8
White,9113,2075,22.8
Jefferson,8997,2049,22.8
Crawford,8163,1859,22.8
Crittenden,6611,1505,22.8
Lonoke,6345,1445,22.8
Union,6344,1444,22.8
Miller,5564,1267,22.8
Boone,4794,1091,22.8
Independence,4729,1077,22.8
Mississippi,4603,1048,22.8
Baxter,4535,1032,22.8
Greene,4137,942,22.8
Hot Spring,3442,783,22.7
Clark,3246,739,22.8
Carroll,3067,698,22.8
Columbia,2815,641,22.8
St. Francis,2713,617,22.7
Arkansas,2694,613,22.8
Cleburne,2408,548,22.8
Johnson,2292,522,22.8
Ouachita,2203,501,22.7
Conway,2165,493,22.8
Drew,1971,448,22.7
Hempstead,1968,448,22.8
Ashley,1923,437,22.7
Polk,1887,429,22.7
Jackson,1704,388,22.8
Poinsett,1609,366,22.7
Franklin,1596,363,22.7
Logan,1562,355,22.7
Lincoln,1507,343,22.8
Sharp,1455,331,22.7
Phillips,1443,328,22.7
Yell,1436,327,22.8
Randolph,1429,325,22.7
Lawrence,1414,322,22.8
Sevier,1355,308,22.7
Grant,1339,304,22.7
Howard,1334,303,22.7
Desha,1330,302,22.7
Van Buren,1254,285,22.7
Cross,1080,245,22.7
Marion,1014,230,22.7
Clay,993,226,22.8
Madison,979,222,22.7
Stone,909,207,22.8
Chicot,884,201,22.7
Little River,861,196,22.8
Bradley,830,189,22.8
Izard,833,189,22.7
Pike,796,181,22.7
Scott,711,161,22.6
Nevada,706,160,22.7
Monroe,684,155,22.7
Fulton,605,137,22.6
Montgomery,599,136,22.7
Dallas,595,135,22.7
Perry,564,128,22.7
Searcy,553,125,22.6
Prairie,506,115,22.7
Woodruff,465,105,22.6
Cleveland,440,100,22.7
Newton,437,99,22.7
Lee,430,97,22.6
Lafayette,430,97,22.6
Calhoun,415,94,22.7



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,427083,97235,22.8
