BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Minnehaha,2410,2410,100.0
Pennington,1260,1260,100.0
Lincoln,754,754,100.0
Brookings,545,545,100.0
Brown,470,470,100.0
Meade,321,321,100.0
Codington,317,317,100.0
Lawrence,301,301,100.0
Clay,262,262,100.0
Davison,235,235,100.0
Yankton,226,226,100.0
Hughes,218,218,100.0
Oglala Lakota,198,198,100.0
Beadle,183,183,100.0
Union,174,174,100.0
Todd,131,131,100.0
Lake,119,119,100.0
Roberts,105,105,100.0
Butte,101,101,100.0
Charles Mix,98,98,100.0
Turner,85,85,100.0
Custer,73,73,100.0
Dewey,72,72,100.0
Hutchinson,70,70,100.0
Grant,69,69,100.0
Spink,68,68,100.0
Moody,66,66,100.0
Hamlin,65,65,100.0
McCook,58,58,100.0
Walworth,54,54,100.0
Fall River,53,53,100.0
Brule,53,53,100.0
Bon Homme,50,50,100.0
Tripp,50,50,100.0
Day,48,48,100.0
Kingsbury,47,47,100.0
Corson,47,47,100.0
Bennett,44,44,100.0
Marshall,43,43,100.0
Lyman,41,41,100.0
Deuel,41,41,100.0
Jackson,40,40,100.0
Edmunds,38,38,100.0
Hanson,38,38,100.0
Ziebach,36,36,100.0
Gregory,36,36,100.0
Clark,35,35,100.0
Hand,29,29,100.0
Buffalo,29,29,100.0
Stanley,29,29,100.0
Aurora,26,26,100.0
Douglas,25,25,100.0
Perkins,24,24,100.0
Sanborn,22,22,100.0
Miner,20,20,100.0
Potter,20,20,100.0
Faulk,19,19,100.0
Mellette,19,19,100.0
McPherson,19,19,100.0
Jerauld,17,17,100.0
Haakon,17,17,100.0
Harding,14,14,100.0
Sully,13,13,100.0
Campbell,12,12,100.0
Hyde,9,9,100.0
Jones,5,5,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,10216,10216,100.0
