BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Jefferson,6802,6802,100.0
Fayette,2666,2666,100.0
Kenton,1426,1426,100.0
Warren,1102,1102,100.0
Boone,1023,1023,100.0
Hardin,969,969,100.0
Daviess,888,888,100.0
Madison,812,812,100.0
Campbell,788,788,100.0
Bullitt,761,761,100.0
Laurel,625,625,100.0
Pulaski,621,621,100.0
Pike,616,616,100.0
McCracken,584,584,100.0
Oldham,574,574,100.0
Christian,571,571,100.0
Jessamine,465,465,100.0
Boyd,459,459,100.0
Franklin,455,455,100.0
Scott,434,434,100.0
Floyd,431,431,100.0
Nelson,429,429,100.0
Barren,414,414,100.0
Henderson,409,409,100.0
Shelby,403,403,100.0
Hopkins,372,372,100.0
Whitley,357,357,100.0
Knox,348,348,100.0
Clark,342,342,100.0
Greenup,327,327,100.0
Calloway,313,313,100.0
Graves,309,309,100.0
Perry,308,308,100.0
Carter,300,300,100.0
Harlan,278,278,100.0
Marshall,278,278,100.0
Boyle,272,272,100.0
Taylor,271,271,100.0
Muhlenberg,268,268,100.0
Montgomery,249,249,100.0
Bell,246,246,100.0
Lincoln,244,244,100.0
Logan,244,244,100.0
Grayson,242,242,100.0
Meade,242,242,100.0
Grant,234,234,100.0
Letcher,231,231,100.0
Rowan,231,231,100.0
Johnson,225,225,100.0
Woodford,218,218,100.0
Mercer,210,210,100.0
Clay,205,205,100.0
Anderson,205,205,100.0
Ohio,203,203,100.0
Rockcastle,189,189,100.0
Russell,187,187,100.0
Allen,184,184,100.0
Garrard,181,181,100.0
Marion,180,180,100.0
Harrison,178,178,100.0
Breckinridge,178,178,100.0
Wayne,177,177,100.0
Adair,176,176,100.0
Lawrence,175,175,100.0
Hart,175,175,100.0
Spencer,168,168,100.0
Bourbon,168,168,100.0
Powell,164,164,100.0
Estill,157,157,100.0
Mason,156,156,100.0
Simpson,154,154,100.0
McCreary,152,152,100.0
Fleming,149,149,100.0
Knott,149,149,100.0
Henry,140,140,100.0
Breathitt,139,139,100.0
Bath,139,139,100.0
Lewis,139,139,100.0
Casey,137,137,100.0
Butler,132,132,100.0
Pendleton,127,127,100.0
Jackson,126,126,100.0
Union,119,119,100.0
Washington,119,119,100.0
Caldwell,118,118,100.0
Magoffin,118,118,100.0
Edmonson,118,118,100.0
Larue,118,118,100.0
Martin,117,117,100.0
Monroe,117,117,100.0
Trigg,114,114,100.0
Morgan,111,111,100.0
Leslie,107,107,100.0
Webster,107,107,100.0
Carroll,107,107,100.0
Todd,106,106,100.0
Metcalfe,105,105,100.0
Clinton,104,104,100.0
Green,100,100,100.0
Owen,98,98,100.0
McLean,97,97,100.0
Bracken,86,86,100.0
Trimble,83,83,100.0
Nicholas,82,82,100.0
Gallatin,77,77,100.0
Livingston,76,76,100.0
Wolfe,75,75,100.0
Crittenden,73,73,100.0
Lyon,73,73,100.0
Lee,70,70,100.0
Ballard,68,68,100.0
Hancock,66,66,100.0
Cumberland,63,63,100.0
Menifee,60,60,100.0
Owsley,55,55,100.0
Elliott,54,54,100.0
Fulton,50,50,100.0
Carlisle,45,45,100.0
Hickman,34,34,100.0
Robertson,22,22,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged under 65 w cancer,40287,40287,100.0
