BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Anchorage,66617,8643,13.0
Matanuska-Susitna,25839,3352,13.0
Fairbanks North Star,22765,2953,13.0
Kenai Peninsula,13292,1724,13.0
Juneau City and Borough,6399,830,13.0
Bethel,4914,637,13.0
Ketchikan Gateway,3896,505,13.0
Kodiak Island,2951,382,12.9
Nome,2882,373,12.9
North Slope,2816,365,13.0
Kusilvak,2510,325,12.9
Valdez-Cordova,2448,317,12.9
Northwest Arctic,2220,288,13.0
Southeast Fairbanks,1883,244,13.0
Aleutians West,1825,236,12.9
Prince of Wales-Hyder,1795,232,12.9
Sitka City and Borough,1573,204,13.0
Yukon-Koyukuk,1455,188,12.9
Dillingham,1317,170,12.9
Aleutians East,1093,141,12.9
Petersburg,624,80,12.8
Wrangell City and Borough,612,79,12.9
Hoonah-Angoon,606,78,12.9
Denali,480,62,12.9
Haines,472,61,12.9
Lake and Peninsula,476,61,12.8
Skagway,288,37,12.8
Bristol Bay,250,32,12.8
Yakutat City and Borough,176,22,12.5



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,174474,22621,13.0
