BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Charleston,112276,21531,19.2
Richland,106035,20334,19.2
Greenville,100639,19299,19.2
Horry,66286,12711,19.2
Lexington,50649,9712,19.2
Spartanburg,48190,9241,19.2
York,42255,8103,19.2
Beaufort,33765,6475,19.2
Berkeley,24681,4733,19.2
Anderson,24229,4646,19.2
Aiken,23731,4550,19.2
Florence,23712,4547,19.2
Pickens,16018,3071,19.2
Dorchester,15400,2953,19.2
Sumter,13742,2635,19.2
Georgetown,11079,2124,19.2
Orangeburg,10448,2003,19.2
Greenwood,8966,1719,19.2
Lancaster,8671,1662,19.2
Oconee,7410,1421,19.2
Cherokee,7267,1393,19.2
Darlington,7046,1351,19.2
Kershaw,6481,1242,19.2
Laurens,6418,1230,19.2
Newberry,4165,798,19.2
Chesterfield,4078,782,19.2
Colleton,4018,770,19.2
Jasper,3781,725,19.2
Dillon,3096,593,19.2
Chester,2859,548,19.2
Williamsburg,2560,490,19.1
Clarendon,2519,483,19.2
Marion,2192,420,19.2
Marlboro,1909,366,19.2
Union,1800,345,19.2
Hampton,1760,337,19.1
Edgefield,1677,321,19.1
Abbeville,1652,316,19.1
Barnwell,1621,310,19.1
Calhoun,1427,273,19.1
Fairfield,1418,271,19.1
Bamberg,1211,232,19.2
Lee,1151,220,19.1
Saluda,1031,197,19.1
Allendale,590,113,19.2
McCormick,535,102,19.1



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,822444,157698,19.2
