BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Minnehaha,9520,4328,45.5
Pennington,7552,3433,45.5
Brown,3164,1438,45.4
Lincoln,2649,1204,45.5
Codington,2261,1028,45.5
Lawrence,2181,991,45.4
Yankton,1929,877,45.5
Davison,1783,810,45.4
Brookings,1755,798,45.5
Meade,1600,727,45.4
Beadle,1514,688,45.4
Hughes,1255,570,45.4
Union,1103,501,45.4
Hutchinson,921,418,45.4
Custer,908,412,45.4
Lake,873,396,45.4
Charles Mix,857,389,45.4
Roberts,850,386,45.4
Butte,850,386,45.4
Turner,827,376,45.5
Fall River,769,349,45.4
Bon Homme,721,327,45.4
Clay,694,315,45.4
Spink,679,308,45.4
Day,660,300,45.5
Walworth,659,299,45.4
Grant,652,296,45.4
Tripp,622,282,45.3
Moody,592,269,45.4
Kingsbury,534,242,45.3
Gregory,515,234,45.4
McCook,507,230,45.4
Brule,451,205,45.5
Hand,440,200,45.5
Marshall,435,197,45.3
Hamlin,435,197,45.3
Deuel,416,189,45.4
McPherson,406,184,45.3
Perkins,389,176,45.2
Edmunds,369,167,45.3
Oglala Lakota,359,163,45.4
Clark,348,158,45.4
Douglas,347,157,45.2
Faulk,324,147,45.4
Potter,317,144,45.4
Jerauld,293,133,45.4
Lyman,270,122,45.2
Todd,264,120,45.5
Aurora,253,115,45.5
Miner,250,113,45.2
Stanley,248,112,45.2
Haakon,230,104,45.2
Dewey,216,98,45.4
Bennett,209,95,45.5
Hyde,208,94,45.2
Jackson,190,86,45.3
Sanborn,183,83,45.4
Campbell,179,81,45.3
Corson,174,79,45.4
Sully,143,65,45.5
Hanson,134,60,44.8
Mellette,119,54,45.4
Jones,110,50,45.5
Ziebach,106,48,45.3
Harding,65,29,44.6
Buffalo,41,18,43.9



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 75+,60877,27650,45.4
