BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Anchorage,3960,3960,100.0
Fairbanks North Star,1303,1303,100.0
Matanuska-Susitna,1280,1280,100.0
Kenai Peninsula,627,627,100.0
Juneau City and Borough,410,410,100.0
Bethel,236,236,100.0
Kodiak Island,176,176,100.0
Ketchikan Gateway,159,159,100.0
Nome,125,125,100.0
Sitka City and Borough,106,106,100.0
Valdez-Cordova,104,104,100.0
Kusilvak,99,99,100.0
North Slope,99,99,100.0
Northwest Arctic,92,92,100.0
Southeast Fairbanks,71,71,100.0
Prince of Wales-Hyder,64,64,100.0
Dillingham,63,63,100.0
Aleutians West,61,61,100.0
Yukon-Koyukuk,58,58,100.0
Denali,33,33,100.0
Petersburg,31,31,100.0
Aleutians East,31,31,100.0
Haines,22,22,100.0
Wrangell City and Borough,21,21,100.0
Lake and Peninsula,17,17,100.0
Hoonah-Angoon,16,16,100.0
Skagway,13,13,100.0
Bristol Bay,8,8,100.0
Yakutat City and Borough,7,7,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,9292,9292,100.0
