BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Miami-Dade,494140,86472,17.5
Broward,341430,59749,17.5
Orange,327777,57359,17.5
Hillsborough,306589,53652,17.5
Palm Beach,251896,44080,17.5
Duval,240922,42160,17.5
Pinellas,175702,30747,17.5
Lee,127150,22250,17.5
Polk,99580,17426,17.5
Brevard,94160,16477,17.5
Seminole,87471,15307,17.5
Leon,82139,14374,17.5
Volusia,76274,13347,17.5
Sarasota,71953,12591,17.5
Collier,71822,12568,17.5
Escambia,67387,11792,17.5
Manatee,58552,10246,17.5
Pasco,52819,9243,17.5
Alachua,49097,8591,17.5
Okaloosa,47714,8349,17.5
Osceola,45762,8008,17.5
Lake,44845,7847,17.5
Marion,42562,7448,17.5
Bay,38197,6684,17.5
St. Johns,37630,6585,17.5
St. Lucie,33624,5884,17.5
Martin,29076,5088,17.5
Clay,25521,4466,17.5
Monroe,24548,4295,17.5
Charlotte,24134,4223,17.5
Indian River,22198,3884,17.5
Santa Rosa,20920,3660,17.5
Hernando,19657,3439,17.5
Sumter,17665,3091,17.5
Walton,17207,3011,17.5
Citrus,14894,2606,17.5
Flagler,12313,2154,17.5
Nassau,10937,1913,17.5
Highlands,10406,1821,17.5
Columbia,9791,1713,17.5
Putnam,6905,1208,17.5
Jackson,6724,1176,17.5
Okeechobee,5585,977,17.5
Suwannee,4433,775,17.5
Hendry,4319,755,17.5
Levy,4013,702,17.5
Gadsden,3992,698,17.5
DeSoto,3200,559,17.5
Bradford,2971,519,17.5
Washington,2905,508,17.5
Hardee,2762,483,17.5
Baker,2711,474,17.5
Taylor,2462,430,17.5
Wakulla,2286,400,17.5
Gulf,2105,368,17.5
Franklin,2010,351,17.5
Madison,1826,319,17.5
Holmes,1691,295,17.4
Gilchrist,1500,262,17.5
Jefferson,1251,218,17.4
Hamilton,1250,218,17.4
Dixie,1237,216,17.5
Calhoun,1185,207,17.5
Union,830,145,17.5
Lafayette,817,142,17.4
Glades,796,139,17.5
Liberty,542,94,17.3



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,3698769,647238,17.5
