BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Fairfax,65561,40538,61.8
Richmond City,26659,16484,61.8
Henrico,24602,15212,61.8
Virginia Beach City,22912,14167,61.8
Prince William,17397,10757,61.8
Norfolk City,17395,10756,61.8
Chesterfield,12872,7959,61.8
Newport News City,12568,7771,61.8
Chesapeake City,12447,7696,61.8
Loudoun,11866,7337,61.8
Arlington,9067,5606,61.8
Hampton City,7760,4798,61.8
Lynchburg City,7331,4533,61.8
Portsmouth City,7008,4333,61.8
Albemarle,6218,3844,61.8
Alexandria City,6102,3773,61.8
Roanoke,5688,3517,61.8
James City,4726,2922,61.8
Stafford,4673,2889,61.8
Roanoke City,4635,2866,61.8
Suffolk City,4300,2658,61.8
Hanover,4176,2582,61.8
Salem City,4102,2536,61.8
Danville City,4014,2482,61.8
Petersburg City,3873,2394,61.8
Montgomery,3624,2240,61.8
Winchester City,3419,2114,61.8
Spotsylvania,3244,2005,61.8
Fredericksburg City,3112,1924,61.8
Rockingham,3065,1895,61.8
Charlottesville City,2926,1809,61.8
Augusta,2895,1790,61.8
Bedford,2660,1644,61.8
Manassas City,2550,1576,61.8
Fauquier,2526,1561,61.8
Frederick,2460,1521,61.8
Harrisonburg City,2455,1518,61.8
York,2350,1453,61.8
Fairfax City,2268,1402,61.8
Washington,2214,1369,61.8
Pittsylvania,1892,1169,61.8
Falls Church City,1812,1120,61.8
Culpeper,1801,1113,61.8
Staunton City,1768,1093,61.8
Halifax,1764,1090,61.8
Franklin,1753,1083,61.8
Tazewell,1683,1040,61.8
Henry,1636,1011,61.8
Colonial Heights City,1625,1004,61.8
Mecklenburg,1534,948,61.8
Gloucester,1525,942,61.8
Shenandoah,1493,923,61.8
Prince Edward,1438,889,61.8
Smyth,1339,827,61.8
Pulaski,1321,816,61.8
Wise,1320,816,61.8
Accomack,1304,806,61.8
Martinsville City,1302,805,61.8
Warren,1226,758,61.8
Wythe,1199,741,61.8
Galax City,1190,735,61.8
Russell,1018,629,61.8
Prince George,998,617,61.8
Lancaster,924,571,61.8
Botetourt,867,536,61.8
Campbell,807,498,61.7
Hopewell City,803,496,61.8
Bristol City,782,483,61.8
Carroll,768,474,61.7
Amherst,764,472,61.8
Orange,752,464,61.7
Buchanan,750,463,61.7
Page,748,462,61.8
Alleghany,739,456,61.7
Franklin City,698,431,61.7
Williamsburg City,657,406,61.8
Goochland,613,379,61.8
Greene,596,368,61.7
Scott,588,363,61.7
Isle of Wight,584,361,61.8
New Kent,558,345,61.8
Dinwiddie,554,342,61.7
Louisa,536,331,61.8
Waynesboro City,535,330,61.7
Nottoway,526,325,61.8
Buckingham,527,325,61.7
Emporia City,522,322,61.7
Giles,519,320,61.7
Grayson,494,305,61.7
Caroline,484,299,61.8
Rockbridge,483,298,61.7
Lee,480,296,61.7
King George,425,262,61.6
Fluvanna,391,241,61.6
Sussex,372,230,61.8
Essex,356,220,61.8
Patrick,353,218,61.8
Norton City,341,210,61.6
Poquoson City,334,206,61.7
King William,314,194,61.8
Northampton,310,191,61.6
Brunswick,297,183,61.6
Radford City,293,181,61.8
Nelson,286,176,61.5
Southampton,283,174,61.5
Westmoreland,281,173,61.6
Appomattox,275,170,61.8
Dickenson,270,166,61.5
Powhatan,268,165,61.6
Charlotte,244,150,61.5
Clarke,241,149,61.8
Mathews,239,147,61.5
Madison,233,144,61.8
Amelia,230,142,61.7
Floyd,221,136,61.5
Northumberland,209,129,61.7
Lexington City,197,121,61.4
Middlesex,193,119,61.7
Lunenburg,194,119,61.3
Greensville,177,109,61.6
Cumberland,159,98,61.6
Richmond,149,92,61.7
Bland,105,64,61.0
King and Queen,99,61,61.6
Craig,75,46,61.3
Covington City,65,40,61.5
Bath,58,35,60.3
Buena Vista City,41,25,61.0
Charles City,42,25,59.5
Surry,40,24,60.0
Rappahannock,40,24,60.0
Manassas Park City,27,16,59.3
Highland,10,6,60.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Health care personnel,411056,254108,61.8
