BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
El Paso,120143,20344,16.9
Denver,119975,20316,16.9
Arapahoe,109569,18554,16.9
Adams,108470,18368,16.9
Jefferson,84669,14337,16.9
Weld,62060,10509,16.9
Douglas,44299,7501,16.9
Pueblo,40262,6817,16.9
Larimer,38638,6542,16.9
Boulder,32086,5433,16.9
Mesa,25438,4307,16.9
Fremont,11224,1900,16.9
Garfield,10039,1699,16.9
Broomfield,9555,1618,16.9
La Plata,9439,1598,16.9
Eagle,8433,1428,16.9
Montrose,7110,1203,16.9
Morgan,5711,967,16.9
Delta,4772,808,16.9
Summit,4739,802,16.9
Logan,4467,756,16.9
Montezuma,4226,715,16.9
Elbert,4053,686,16.9
Otero,3840,650,16.9
Teller,3708,627,16.9
Routt,3499,592,16.9
Alamosa,3426,580,16.9
Chaffee,3212,543,16.9
Park,3123,528,16.9
Las Animas,2874,486,16.9
Gunnison,2543,430,16.9
Moffat,2375,402,16.9
Grand,2335,395,16.9
Prowers,2321,393,16.9
Pitkin,2283,386,16.9
Rio Grande,1943,329,16.9
Archuleta,1850,313,16.9
Lake,1738,294,16.9
Crowley,1723,291,16.9
Conejos,1600,270,16.9
Yuma,1543,261,16.9
Saguache,1483,251,16.9
Clear Creek,1452,245,16.9
Bent,1399,236,16.9
San Miguel,1381,233,16.9
Kit Carson,1369,231,16.9
Huerfano,1180,199,16.9
Lincoln,1142,193,16.9
Rio Blanco,1037,175,16.9
Gilpin,973,164,16.9
Costilla,862,145,16.8
Washington,819,138,16.8
Phillips,715,121,16.9
Baca,633,107,16.9
Ouray,557,94,16.9
Custer,517,87,16.8
Sedgwick,376,63,16.8
Dolores,358,60,16.8
Cheyenne,311,52,16.7
Jackson,243,41,16.9
Kiowa,185,31,16.8
San Juan,145,24,16.6
Hinsdale,116,19,16.4
Mineral,97,16,16.5



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,932663,157903,16.9
