BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Los Angeles,2129168,311449,14.6
San Diego,639311,93516,14.6
San Bernardino,589786,86272,14.6
Orange,540736,79097,14.6
Riverside,510138,74621,14.6
Sacramento,318029,46520,14.6
Alameda,288713,42232,14.6
Santa Clara,284185,41569,14.6
Kern,239150,34982,14.6
Fresno,226317,33105,14.6
Contra Costa,201553,29482,14.6
San Joaquin,185953,27200,14.6
Ventura,149653,21890,14.6
San Mateo,132696,19410,14.6
Stanislaus,124740,18246,14.6
Tulare,109742,16052,14.6
San Francisco,106975,15648,14.6
Solano,87831,12847,14.6
Monterey,86956,12719,14.6
Sonoma,85126,12452,14.6
Merced,73455,10744,14.6
Santa Barbara,72374,10586,14.6
San Luis Obispo,57160,8361,14.6
Butte,52469,7675,14.6
Placer,50706,7417,14.6
Imperial,47023,6878,14.6
Yolo,41738,6105,14.6
Madera,39783,5819,14.6
Santa Cruz,38762,5670,14.6
Kings,38512,5633,14.6
El Dorado,35076,5130,14.6
Shasta,31771,4647,14.6
Marin,30111,4404,14.6
Humboldt,26140,3823,14.6
Napa,23790,3479,14.6
Sutter,21290,3114,14.6
Yuba,16906,2472,14.6
Mendocino,16517,2416,14.6
Tehama,15830,2315,14.6
Nevada,15401,2252,14.6
Lake,13966,2042,14.6
San Benito,12478,1825,14.6
Tuolumne,9271,1356,14.6
Amador,9015,1318,14.6
Siskiyou,8222,1202,14.6
Calaveras,7969,1165,14.6
Lassen,7485,1094,14.6
Del Norte,6778,991,14.6
Glenn,5871,858,14.6
Colusa,4758,695,14.6
Inyo,3542,518,14.6
Plumas,3008,440,14.6
Mono,3008,440,14.6
Mariposa,3004,439,14.6
Trinity,2720,397,14.6
Modoc,1765,258,14.6
Sierra,539,78,14.5
Alpine,223,32,14.3



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,7885194,1153397,14.6
