BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Miami-Dade,234553,91356,38.9
Broward,139470,54322,38.9
Hillsborough,113972,44391,38.9
Orange,113875,44353,38.9
Palm Beach,108162,42128,38.9
Pinellas,89646,34916,38.9
Duval,85557,33323,38.9
Brevard,63521,24741,38.9
Polk,59481,23167,38.9
Lee,45295,17642,38.9
Volusia,42669,16619,38.9
Seminole,36996,14409,38.9
Pasco,33097,12891,38.9
Sarasota,30500,11879,38.9
Manatee,29601,11529,38.9
Collier,29514,11495,38.9
Marion,28821,11225,38.9
Lake,25756,10031,38.9
Escambia,25628,9981,38.9
Leon,23293,9072,38.9
Alachua,23173,9025,38.9
Osceola,22109,8611,38.9
St. Johns,20273,7896,38.9
St. Lucie,19470,7583,38.9
Bay,14498,5646,38.9
Clay,14060,5476,38.9
Martin,13954,5434,38.9
Okaloosa,13499,5257,38.9
Hernando,12651,4927,38.9
Indian River,12199,4751,38.9
Charlotte,11384,4433,38.9
Sumter,9956,3877,38.9
Santa Rosa,9377,3652,38.9
Citrus,8314,3238,38.9
Highlands,7051,2746,38.9
Gadsden,6971,2715,38.9
Columbia,6594,2568,38.9
Flagler,6532,2544,38.9
Nassau,6530,2543,38.9
Putnam,6052,2357,38.9
Monroe,5886,2292,38.9
Suwannee,5049,1966,38.9
Walton,4311,1679,38.9
Jackson,4151,1616,38.9
Levy,3554,1384,38.9
Okeechobee,2969,1156,38.9
Hendry,2821,1098,38.9
Taylor,2819,1097,38.9
DeSoto,2532,986,38.9
Wakulla,2356,917,38.9
Baker,1968,766,38.9
Hardee,1947,758,38.9
Bradford,1695,660,38.9
Madison,1695,660,38.9
Washington,1603,624,38.9
Gilchrist,1571,611,38.9
Dixie,1400,545,38.9
Holmes,1205,469,38.9
Hamilton,1162,452,38.9
Jefferson,1098,427,38.9
Gulf,1091,424,38.9
Glades,972,378,38.9
Franklin,957,372,38.9
Liberty,841,327,38.9
Calhoun,816,317,38.8
Union,803,312,38.9
Lafayette,505,196,38.8



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Frontline essential workers,1661831,647238,38.9
