BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Jefferson,3514,3514,100.0
Fayette,1058,1058,100.0
Kenton,558,558,100.0
Daviess,482,482,100.0
Warren,456,456,100.0
Hopkins,426,426,100.0
Hardin,413,413,100.0
McCracken,385,385,100.0
Christian,350,350,100.0
Barren,349,349,100.0
Madison,343,343,100.0
Boone,340,340,100.0
Pike,303,303,100.0
Campbell,300,300,100.0
Pulaski,293,293,100.0
Perry,270,270,100.0
Boyd,260,260,100.0
Whitley,239,239,100.0
Ohio,210,210,100.0
Graves,207,207,100.0
Muhlenberg,193,193,100.0
Harlan,193,193,100.0
Henderson,193,193,100.0
Rockcastle,191,191,100.0
Jessamine,178,178,100.0
Greenup,170,170,100.0
Harrison,168,168,100.0
Franklin,154,154,100.0
Boyle,153,153,100.0
Marshall,147,147,100.0
Bell,145,145,100.0
Scott,144,144,100.0
Clark,139,139,100.0
Shelby,134,134,100.0
Floyd,133,133,100.0
Marion,129,129,100.0
Grayson,128,128,100.0
Letcher,127,127,100.0
Oldham,125,125,100.0
Nelson,125,125,100.0
Taylor,121,121,100.0
Larue,115,115,100.0
Carter,113,113,100.0
Washington,113,113,100.0
Hickman,112,112,100.0
Montgomery,108,108,100.0
Calloway,106,106,100.0
Magoffin,105,105,100.0
Butler,105,105,100.0
Johnson,101,101,100.0
Clay,99,99,100.0
Nicholas,97,97,100.0
Russell,96,96,100.0
Wolfe,95,95,100.0
Allen,93,93,100.0
Mason,93,93,100.0
Monroe,92,92,100.0
Bath,92,92,100.0
Grant,91,91,100.0
Knox,90,90,100.0
Simpson,88,88,100.0
Lincoln,87,87,100.0
Rowan,87,87,100.0
Owen,87,87,100.0
Bourbon,86,86,100.0
Leslie,86,86,100.0
Bullitt,85,85,100.0
Lyon,84,84,100.0
Spencer,84,84,100.0
Hart,82,82,100.0
Anderson,81,81,100.0
Garrard,80,80,100.0
Green,80,80,100.0
Knott,77,77,100.0
Caldwell,76,76,100.0
Owsley,74,74,100.0
Cumberland,74,74,100.0
Casey,71,71,100.0
Fleming,70,70,100.0
Mercer,70,70,100.0
Metcalfe,69,69,100.0
Lawrence,68,68,100.0
Powell,68,68,100.0
Crittenden,68,68,100.0
Adair,66,66,100.0
Breckinridge,65,65,100.0
Estill,65,65,100.0
Lewis,65,65,100.0
Union,64,64,100.0
McLean,61,61,100.0
Edmonson,61,61,100.0
Carroll,60,60,100.0
Robertson,58,58,100.0
Webster,58,58,100.0
Henry,56,56,100.0
Martin,56,56,100.0
Pendleton,55,55,100.0
Carlisle,55,55,100.0
Livingston,52,52,100.0
Wayne,51,51,100.0
Breathitt,50,50,100.0
Meade,47,47,100.0
Clinton,47,47,100.0
Morgan,42,42,100.0
Menifee,41,41,100.0
Trimble,40,40,100.0
Logan,40,40,100.0
Fulton,38,38,100.0
Trigg,36,36,100.0
Hancock,34,34,100.0
Bracken,23,23,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,19130,19130,100.0
