BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Clark,131529,60105,45.7
Washoe,38137,17427,45.7
Carson City,6873,3140,45.7
Lyon,4934,2254,45.7
Douglas,4193,1916,45.7
Elko,3271,1494,45.7
Nye,2980,1361,45.7
Churchill,2062,942,45.7
Humboldt,1686,770,45.7
White Pine,692,316,45.7
Pershing,541,247,45.7
Lander,456,208,45.6
Storey,412,188,45.6
Lincoln,352,160,45.5
Mineral,230,105,45.7
Eureka,175,79,45.1
Esmeralda,66,30,45.5



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Frontline essential workers,198589,90742,45.7
