BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Maricopa,850252,155350,18.3
Pima,144841,26464,18.3
Yavapai,28812,5264,18.3
Pinal,28055,5125,18.3
Coconino,26906,4916,18.3
Yuma,25453,4650,18.3
Mohave,23503,4294,18.3
Cochise,16127,2946,18.3
Navajo,13308,2431,18.3
Apache,9076,1658,18.3
Santa Cruz,7542,1378,18.3
Gila,7513,1372,18.3
Graham,3493,638,18.3
La Paz,2699,493,18.3
Greenlee,504,92,18.3



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,1188084,217071,18.3
