BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Cumberland,2562,2562,100.0
York,1632,1632,100.0
Penobscot,1324,1324,100.0
Kennebec,989,989,100.0
Androscoggin,917,917,100.0
Aroostook,480,480,100.0
Oxford,430,430,100.0
Hancock,390,390,100.0
Somerset,378,378,100.0
Waldo,303,303,100.0
Knox,272,272,100.0
Sagadahoc,264,264,100.0
Franklin,242,242,100.0
Lincoln,227,227,100.0
Washington,225,225,100.0
Piscataquis,111,111,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,10746,10746,100.0
