BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Kings,199134,66936,33.6
Queens,196208,65953,33.6
New York,144598,48604,33.6
Suffolk,138089,46417,33.6
Nassau,129739,43610,33.6
Bronx,100267,33703,33.6
Erie,89861,30205,33.6
Westchester,86662,29130,33.6
Monroe,71093,23897,33.6
Richmond,44382,14918,33.6
Onondaga,43155,14506,33.6
Orange,30664,10307,33.6
Albany,28867,9703,33.6
Dutchess,28334,9524,33.6
Rockland,27533,9254,33.6
Saratoga,24329,8177,33.6
Oneida,23127,7773,33.6
Niagara,22449,7545,33.6
Ulster,20356,6842,33.6
Broome,19086,6415,33.6
Rensselaer,15608,5246,33.6
Schenectady,14245,4788,33.6
Chautauqua,14017,4711,33.6
Ontario,12530,4211,33.6
Oswego,11265,3786,33.6
St. Lawrence,10604,3564,33.6
Steuben,10453,3513,33.6
Wayne,9948,3343,33.6
Putnam,9944,3342,33.6
Jefferson,8736,2936,33.6
Chemung,8689,2920,33.6
Tompkins,8643,2905,33.6
Sullivan,8534,2868,33.6
Cattaraugus,8319,2796,33.6
Cayuga,8235,2768,33.6
Warren,8169,2745,33.6
Columbia,8078,2715,33.6
Clinton,7642,2568,33.6
Madison,7350,2470,33.6
Herkimer,7095,2384,33.6
Otsego,7083,2380,33.6
Washington,6778,2278,33.6
Livingston,6383,2145,33.6
Delaware,6255,2102,33.6
Greene,6078,2043,33.6
Fulton,5898,1982,33.6
Genesee,5784,1944,33.6
Chenango,5665,1904,33.6
Tioga,5331,1791,33.6
Franklin,5024,1688,33.6
Allegany,5017,1686,33.6
Montgomery,5018,1686,33.6
Essex,4871,1637,33.6
Cortland,4456,1497,33.6
Wyoming,4280,1438,33.6
Orleans,4139,1391,33.6
Schoharie,3864,1298,33.6
Seneca,3766,1265,33.6
Yates,2940,988,33.6
Lewis,2674,898,33.6
Schuyler,2239,752,33.6
Hamilton,841,282,33.5



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,1770421,595073,33.6
