BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
King,170597,54471,31.9
Pierce,71996,22988,31.9
Snohomish,64995,20752,31.9
Spokane,48028,15335,31.9
Clark,44666,14261,31.9
Thurston,29229,9332,31.9
Kitsap,29075,9283,31.9
Whatcom,22949,7327,31.9
Yakima,19717,6295,31.9
Benton,17387,5551,31.9
Skagit,15196,4852,31.9
Clallam,12693,4052,31.9
Island,12257,3913,31.9
Cowlitz,12056,3849,31.9
Lewis,9740,3109,31.9
Grays Harbor,9464,3021,31.9
Mason,9059,2892,31.9
Chelan,8199,2617,31.9
Grant,7779,2483,31.9
Jefferson,6995,2233,31.9
Stevens,6348,2026,31.9
Walla Walla,5850,1867,31.9
Okanogan,5480,1749,31.9
Franklin,5141,1641,31.9
Kittitas,4374,1396,31.9
Douglas,4180,1334,31.9
Pacific,4121,1315,31.9
San Juan,3560,1136,31.9
Klickitat,3314,1058,31.9
Whitman,2904,927,31.9
Asotin,2885,921,31.9
Pend Oreille,2271,725,31.9
Lincoln,1559,497,31.9
Skamania,1494,477,31.9
Adams,1287,410,31.9
Ferry,1246,397,31.9
Wahkiakum,896,286,31.9
Columbia,648,206,31.8
Garfield,289,92,31.8



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,679924,217076,31.9
