BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Wayne,272781,58954,21.6
Oakland,269701,58289,21.6
Macomb,126199,27274,21.6
Kent,115325,24924,21.6
Ingham,57783,12488,21.6
Washtenaw,54965,11879,21.6
Genesee,48728,10531,21.6
Kalamazoo,41418,8951,21.6
Ottawa,35141,7594,21.6
Saginaw,28300,6116,21.6
Livingston,25378,5484,21.6
Muskegon,19730,4264,21.6
Berrien,19110,4130,21.6
Eaton,18914,4087,21.6
Jackson,17803,3847,21.6
Grand Traverse,17661,3816,21.6
St. Clair,16290,3520,21.6
Monroe,14232,3075,21.6
Calhoun,13820,2986,21.6
Bay,12857,2778,21.6
Marquette,10975,2371,21.6
Allegan,10843,2343,21.6
Isabella,9979,2156,21.6
Lenawee,9230,1994,21.6
Lapeer,8413,1818,21.6
Midland,7380,1595,21.6
Emmet,6595,1425,21.6
Van Buren,6468,1397,21.6
Clinton,6241,1348,21.6
Shiawassee,5959,1287,21.6
Chippewa,5942,1284,21.6
Ionia,5692,1230,21.6
Branch,5576,1205,21.6
St. Joseph,5308,1147,21.6
Montcalm,4995,1079,21.6
Delta,4498,972,21.6
Houghton,4447,961,21.6
Dickinson,4302,929,21.6
Barry,4019,868,21.6
Wexford,3993,862,21.6
Alpena,3901,843,21.6
Iosco,3887,840,21.6
Otsego,3834,828,21.6
Newaygo,3659,790,21.6
Huron,3457,747,21.6
Tuscola,3367,727,21.6
Mecosta,3268,706,21.6
Mason,3201,691,21.6
Charlevoix,3154,681,21.6
Gratiot,2902,627,21.6
Hillsdale,2841,614,21.6
Cass,2664,575,21.6
Cheboygan,2560,553,21.6
Sanilac,2500,540,21.6
Roscommon,2420,523,21.6
Leelanau,2407,520,21.6
Clare,2343,506,21.6
Ogemaw,2248,485,21.6
Oceana,2005,433,21.6
Gogebic,1884,407,21.6
Crawford,1757,379,21.6
Manistee,1745,377,21.6
Antrim,1678,362,21.6
Menominee,1595,344,21.6
Gladwin,1539,332,21.6
Mackinac,1497,323,21.6
Benzie,1489,321,21.6
Osceola,1340,289,21.6
Arenac,1304,281,21.5
Kalkaska,1282,277,21.6
Baraga,1164,251,21.6
Schoolcraft,1037,224,21.6
Presque Isle,1041,224,21.5
Iron,975,210,21.5
Alger,857,185,21.6
Montmorency,810,175,21.6
Missaukee,813,175,21.5
Luce,765,165,21.6
Lake,723,156,21.6
Oscoda,540,116,21.5
Ontonagon,533,115,21.6
Alcona,519,112,21.6
Keweenaw,193,41,21.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,1440689,311328,21.6
