BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Clark,195239,62468,32.0
Washoe,46361,14833,32.0
Douglas,7993,2557,32.0
Nye,7912,2531,32.0
Lyon,7355,2353,32.0
Carson City,6327,2024,32.0
Elko,3611,1155,32.0
Churchill,2750,879,32.0
Humboldt,1501,480,32.0
White Pine,896,286,31.9
Storey,759,242,31.9
Mineral,732,234,32.0
Lincoln,702,224,31.9
Pershing,667,213,31.9
Lander,436,139,31.9
Eureka,204,65,31.9
Esmeralda,189,60,31.7



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 65-74,283634,90743,32.0
