BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Minnehaha,39582,5935,15.0
Pennington,23428,3513,15.0
Lincoln,12147,1821,15.0
Brown,9397,1409,15.0
Brookings,6679,1001,15.0
Codington,6164,924,15.0
Meade,5372,805,15.0
Yankton,5154,772,15.0
Lawrence,4856,728,15.0
Oglala Lakota,4267,639,15.0
Davison,3949,592,15.0
Hughes,3413,511,15.0
Beadle,3277,491,15.0
Clay,3216,482,15.0
Union,3048,457,15.0
Todd,2774,415,15.0
Lake,2671,400,15.0
Butte,2287,342,15.0
Roberts,2234,335,15.0
Charles Mix,2079,311,15.0
Turner,1744,261,15.0
Custer,1738,260,15.0
Dewey,1645,246,15.0
Fall River,1538,230,15.0
Bon Homme,1447,216,14.9
Moody,1406,210,14.9
Spink,1338,200,14.9
Corson,1286,192,14.9
Hutchinson,1264,189,15.0
Grant,1241,186,15.0
Brule,1197,179,15.0
Hamlin,1179,176,14.9
Tripp,1125,168,14.9
Day,1125,168,14.9
Walworth,1125,168,14.9
McCook,1003,150,15.0
Lyman,987,148,15.0
Marshall,983,147,15.0
Kingsbury,929,139,15.0
Bennett,919,137,14.9
Ziebach,916,137,15.0
Gregory,858,128,14.9
Jackson,818,122,14.9
Deuel,788,118,15.0
Clark,713,106,14.9
Edmunds,689,103,14.9
Mellette,658,98,14.9
Buffalo,652,97,14.9
Hanson,626,93,14.9
Hand,601,90,15.0
Perkins,598,89,14.9
Aurora,528,79,15.0
Douglas,502,75,14.9
Stanley,475,71,14.9
Sanborn,460,68,14.8
Miner,452,67,14.8
Haakon,445,66,14.8
McPherson,397,59,14.9
Faulk,364,54,14.8
Potter,336,50,14.9
Jerauld,307,46,15.0
Sully,266,39,14.7
Harding,254,38,15.0
Campbell,248,37,14.9
Hyde,237,35,14.8
Jones,192,28,14.6



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,184593,27646,15.0
