BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Wayne,4985,4985,100.0
Macomb,2980,2980,100.0
Oakland,2837,2837,100.0
Kent,1505,1505,100.0
Genesee,775,775,100.0
Ingham,753,753,100.0
Washtenaw,674,674,100.0
Saginaw,642,642,100.0
Kalamazoo,620,620,100.0
Ottawa,617,617,100.0
St. Clair,596,596,100.0
Berrien,544,544,100.0
Monroe,513,513,100.0
Calhoun,503,503,100.0
Livingston,498,498,100.0
Grand Traverse,472,472,100.0
Jackson,461,461,100.0
Bay,460,460,100.0
Allegan,455,455,100.0
Marquette,441,441,100.0
Eaton,396,396,100.0
Gratiot,380,380,100.0
Muskegon,366,366,100.0
Houghton,314,314,100.0
Lenawee,295,295,100.0
Lapeer,269,269,100.0
Tuscola,236,236,100.0
Branch,233,233,100.0
Huron,227,227,100.0
St. Joseph,222,222,100.0
Barry,214,214,100.0
Isabella,208,208,100.0
Montcalm,208,208,100.0
Van Buren,195,195,100.0
Clinton,181,181,100.0
Iosco,169,169,100.0
Ionia,169,169,100.0
Iron,164,164,100.0
Emmet,163,163,100.0
Midland,160,160,100.0
Newaygo,158,158,100.0
Delta,155,155,100.0
Charlevoix,151,151,100.0
Menominee,147,147,100.0
Mason,146,146,100.0
Alpena,144,144,100.0
Shiawassee,144,144,100.0
Gogebic,139,139,100.0
Cass,137,137,100.0
Ogemaw,124,124,100.0
Clare,117,117,100.0
Gladwin,112,112,100.0
Antrim,107,107,100.0
Chippewa,106,106,100.0
Sanilac,96,96,100.0
Otsego,92,92,100.0
Leelanau,87,87,100.0
Oceana,85,85,100.0
Dickinson,84,84,100.0
Kalkaska,82,82,100.0
Wexford,74,74,100.0
Missaukee,70,70,100.0
Alger,68,68,100.0
Mecosta,62,62,100.0
Lake,61,61,100.0
Presque Isle,60,60,100.0
Manistee,56,56,100.0
Arenac,56,56,100.0
Schoolcraft,55,55,100.0
Alcona,54,54,100.0
Baraga,51,51,100.0
Crawford,48,48,100.0
Mackinac,47,47,100.0
Roscommon,42,42,100.0
Osceola,40,40,100.0
Oscoda,38,38,100.0
Montmorency,36,36,100.0
Hillsdale,30,30,100.0
Luce,28,28,100.0
Benzie,24,24,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Long-term care facillity residents,29513,29513,100.0
