BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Montgomery,71857,26717,37.2
Prince George's,66892,24871,37.2
Baltimore,61819,22985,37.2
Anne Arundel,52501,19521,37.2
Baltimore City,49866,18541,37.2
Howard,32175,11963,37.2
Harford,21235,7895,37.2
Frederick,21072,7835,37.2
Washington,19323,7184,37.2
Carroll,14929,5550,37.2
Cecil,12554,4667,37.2
Charles,10762,4001,37.2
Wicomico,9402,3495,37.2
St. Mary's,7050,2621,37.2
Allegany,6739,2505,37.2
Calvert,5948,2211,37.2
Dorchester,4721,1755,37.2
Queen Anne's,4362,1621,37.2
Caroline,3502,1302,37.2
Worcester,3389,1260,37.2
Talbot,2961,1100,37.1
Garrett,2898,1077,37.2
Kent,2296,853,37.2
Somerset,1759,654,37.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Frontline essential workers,490012,182184,37.2
