BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Fairfax,156976,20511,13.1
Prince William,114088,14907,13.1
Virginia Beach City,104965,13715,13.1
Chesterfield,85934,11228,13.1
Henrico,77039,10066,13.1
Norfolk City,69352,9061,13.1
Chesapeake City,61403,8023,13.1
Loudoun,61039,7975,13.1
Richmond City,59765,7809,13.1
Newport News City,49737,6498,13.1
Hampton City,38188,4989,13.1
Arlington,34791,4545,13.1
Spotsylvania,34184,4466,13.1
Stafford,33695,4402,13.1
Alexandria City,33661,4398,13.1
Portsmouth City,30607,3999,13.1
Roanoke City,28306,3698,13.1
Suffolk City,26646,3481,13.1
Montgomery,22658,2960,13.1
Hanover,21795,2847,13.1
Frederick,21762,2843,13.1
Roanoke,20416,2667,13.1
Albemarle,20258,2646,13.1
Lynchburg City,19393,2533,13.1
Rockingham,18308,2392,13.1
Augusta,18021,2354,13.1
Bedford,17521,2289,13.1
Pittsylvania,16095,2103,13.1
Campbell,15673,2047,13.1
Henry,15266,1994,13.1
Harrisonburg City,15212,1987,13.1
Washington,15091,1971,13.1
Franklin,14616,1909,13.1
Fauquier,14491,1893,13.1
James City,13887,1814,13.1
York,13792,1802,13.1
Tazewell,13009,1699,13.1
Culpeper,12914,1687,13.1
Danville City,12566,1641,13.1
Charlottesville City,11983,1565,13.1
Wise,11718,1531,13.1
Petersburg City,10917,1426,13.1
Shenandoah,10386,1357,13.1
Prince George,10202,1333,13.1
Warren,10143,1325,13.1
Isle of Wight,10134,1324,13.1
Louisa,9940,1298,13.1
Manassas City,9789,1279,13.1
Pulaski,9578,1251,13.1
Gloucester,9411,1229,13.1
Halifax,9295,1214,13.1
Mecklenburg,8889,1161,13.1
Dinwiddie,8863,1158,13.1
Caroline,8679,1134,13.1
Accomack,8653,1130,13.1
Carroll,8345,1090,13.1
Amherst,8293,1083,13.1
Orange,8294,1083,13.1
Smyth,8234,1075,13.1
Russell,7876,1029,13.1
Botetourt,7485,978,13.1
Powhatan,7332,958,13.1
Wythe,7145,933,13.1
Hopewell City,7119,930,13.1
Buchanan,6981,912,13.1
Lee,6968,910,13.1
Winchester City,6756,882,13.1
Page,6708,876,13.1
Fluvanna,6436,840,13.1
Salem City,6355,830,13.1
Fredericksburg City,6341,828,13.1
King George,6205,810,13.1
Prince Edward,6148,803,13.1
New Kent,6013,785,13.1
Scott,5668,740,13.1
Brunswick,5628,735,13.1
Waynesboro City,5544,724,13.1
Rockbridge,5510,719,13.0
Staunton City,5354,699,13.1
Buckingham,5288,690,13.0
Southampton,5140,671,13.1
Radford City,5108,667,13.1
Goochland,5028,656,13.0
Grayson,4818,629,13.1
Greene,4784,625,13.1
Westmoreland,4765,622,13.1
Nottoway,4673,610,13.1
Patrick,4623,604,13.1
Bristol City,4537,592,13.0
Colonial Heights City,4485,586,13.1
King William,4448,581,13.1
Manassas Park City,4412,576,13.1
Greensville,4351,568,13.1
Dickenson,4283,559,13.1
Appomattox,4115,537,13.0
Fairfax City,4071,531,13.0
Lunenburg,4060,530,13.1
Giles,4040,527,13.0
Alleghany,3774,493,13.1
Martinsville City,3741,488,13.0
Sussex,3694,482,13.0
Floyd,3638,475,13.1
Madison,3625,473,13.0
Nelson,3591,469,13.1
Northampton,3569,466,13.1
Charlotte,3405,444,13.0
Williamsburg City,3290,429,13.0
Amelia,3255,425,13.1
Clarke,3142,410,13.0
Cumberland,2880,376,13.1
Essex,2797,365,13.0
Richmond,2413,315,13.1
Middlesex,2414,315,13.0
Poquoson City,2326,303,13.0
Falls Church City,2275,297,13.1
Franklin City,2265,295,13.0
Northumberland,2247,293,13.0
Lancaster,2108,275,13.0
King and Queen,2101,274,13.0
Charles City,2052,268,13.1
Surry,1929,252,13.1
Galax City,1792,234,13.1
Emporia City,1750,228,13.0
Lexington City,1732,226,13.0
Buena Vista City,1725,225,13.0
Bland,1570,205,13.1
Mathews,1568,204,13.0
Rappahannock,1545,201,13.0
Covington City,1507,196,13.0
Bath,1265,165,13.0
Craig,1229,160,13.0
Norton City,1088,142,13.1
Highland,463,60,13.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,1945232,254105,13.1
