BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Yellowstone,19990,4484,22.4
Missoula,16473,3695,22.4
Flathead,12801,2871,22.4
Gallatin,12403,2782,22.4
Cascade,10989,2465,22.4
Lewis and Clark,7651,1716,22.4
Ravalli,5266,1181,22.4
Silver Bow,4831,1083,22.4
Lake,4673,1048,22.4
Glacier,2949,661,22.4
Hill,2803,628,22.4
Big Horn,2620,587,22.4
Lincoln,2608,585,22.4
Roosevelt,2354,528,22.4
Park,1938,434,22.4
Sanders,1762,395,22.4
Deer Lodge,1493,334,22.4
Jefferson,1470,329,22.4
Custer,1421,318,22.4
Rosebud,1421,318,22.4
Fergus,1363,305,22.4
Carbon,1255,281,22.4
Blaine,1249,280,22.4
Richland,1217,273,22.4
Beaverhead,1204,270,22.4
Powell,1068,239,22.4
Dawson,1026,230,22.4
Madison,1008,226,22.4
Stillwater,1000,224,22.4
Valley,963,216,22.4
Pondera,879,197,22.4
Chouteau,855,191,22.3
Broadwater,743,166,22.3
Toole,735,164,22.3
Teton,713,159,22.3
Musselshell,701,157,22.4
Mineral,641,143,22.3
Phillips,571,128,22.4
Sweet Grass,429,96,22.4
Sheridan,422,94,22.3
Granite,391,87,22.3
Fallon,295,66,22.4
Wheatland,282,63,22.3
Liberty,285,63,22.1
Meagher,260,58,22.3
Judith Basin,245,54,22.0
Powder River,207,46,22.2
Daniels,183,41,22.4
McCone,179,40,22.3
Carter,148,33,22.3
Wibaux,136,30,22.1
Prairie,130,29,22.3
Garfield,127,28,22.0
Golden Valley,101,22,21.8
Treasure,92,20,21.7
Petroleum,55,12,21.8



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 16+ and smoker,139074,31173,22.4
