BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Orleans,72907,14774,20.3
Jefferson,72587,14709,20.3
East Baton Rouge,63264,12820,20.3
Caddo,42022,8515,20.3
St. Tammany,35799,7254,20.3
Lafayette,34018,6893,20.3
Calcasieu,30954,6272,20.3
Ouachita,25105,5087,20.3
Livingston,23241,4709,20.3
Tangipahoa,22358,4530,20.3
Rapides,22177,4494,20.3
Terrebonne,18790,3807,20.3
Bossier,18540,3757,20.3
Ascension,16661,3376,20.3
St. Landry,14951,3029,20.3
Lafourche,14586,2955,20.3
Iberia,11401,2310,20.3
Acadia,10397,2106,20.3
St. Martin,9135,1851,20.3
Vermilion,9128,1849,20.3
St. Mary,8696,1762,20.3
Washington,8302,1682,20.3
Lincoln,8093,1639,20.3
St. Bernard,7942,1609,20.3
St. Charles,7768,1574,20.3
Vernon,7579,1535,20.3
Avoyelles,7297,1478,20.3
Natchitoches,7189,1456,20.3
Webster,7144,1447,20.3
St. John the Baptist,6996,1417,20.3
Evangeline,6161,1248,20.3
Beauregard,5999,1215,20.3
Iberville,5546,1123,20.2
De Soto,4616,935,20.3
Jefferson Davis,4574,926,20.2
Morehouse,4566,925,20.3
Allen,4453,902,20.3
Grant,4156,842,20.3
West Baton Rouge,4059,822,20.3
Sabine,3935,797,20.3
Concordia,3857,781,20.2
Assumption,3760,761,20.2
Franklin,3675,744,20.2
Richland,3658,741,20.3
Plaquemines,3540,717,20.3
Pointe Coupee,3498,708,20.2
Claiborne,3443,697,20.2
Union,3394,687,20.2
East Feliciana,3385,685,20.2
St. James,3196,647,20.2
West Feliciana,2892,586,20.3
Jackson,2796,566,20.2
LaSalle,2698,546,20.2
Winn,2668,540,20.2
Madison,2442,494,20.2
Bienville,2354,477,20.3
St. Helena,1973,399,20.2
East Carroll,1872,379,20.2
West Carroll,1831,371,20.3
Caldwell,1788,362,20.2
Catahoula,1785,361,20.2
Red River,1449,293,20.2
Cameron,1060,214,20.2
Tensas,991,200,20.2



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 16+ and smoker,757097,153387,20.3
