BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Bernalillo,7481,7481,100.0
DoÃƒÂ±a Ana,2506,2506,100.0
Sandoval,1449,1449,100.0
San Juan,1353,1353,100.0
Santa Fe,1345,1345,100.0
McKinley,818,818,100.0
Lea,760,760,100.0
Valencia,741,741,100.0
Chaves,674,674,100.0
Otero,654,654,100.0
Eddy,612,612,100.0
Curry,539,539,100.0
Rio Arriba,369,369,100.0
Cibola,274,274,100.0
San Miguel,272,272,100.0
Taos,270,270,100.0
Grant,244,244,100.0
Roosevelt,229,229,100.0
Luna,226,226,100.0
Los Alamos,170,170,100.0
Lincoln,151,151,100.0
Socorro,146,146,100.0
Torrance,122,122,100.0
Colfax,85,85,100.0
Quay,73,73,100.0
Sierra,66,66,100.0
Mora,36,36,100.0
Hidalgo,36,36,100.0
Guadalupe,30,30,100.0
Union,30,30,100.0
De Baca,21,21,100.0
Catron,16,16,100.0
Harding,3,3,100.0



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 15-49 and prgnant,21801,21801,100.0
