BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Bernalillo,134651,25044,18.6
Santa Fe,31525,5863,18.6
DoÃƒÂ±a Ana,29628,5510,18.6
San Juan,22188,4126,18.6
Eddy,20891,3885,18.6
Lea,19347,3598,18.6
Sandoval,13055,2428,18.6
Chaves,9304,1730,18.6
McKinley,8732,1624,18.6
Otero,7680,1428,18.6
Valencia,7091,1318,18.6
Curry,6805,1265,18.6
Taos,4897,910,18.6
Rio Arriba,4609,857,18.6
Lincoln,3465,644,18.6
Grant,3238,602,18.6
Cibola,3041,565,18.6
Luna,2821,524,18.6
San Miguel,2656,494,18.6
Roosevelt,2162,402,18.6
Los Alamos,2147,399,18.6
Colfax,1720,319,18.5
Socorro,1666,309,18.5
Sierra,1172,217,18.5
Quay,972,180,18.5
Torrance,884,164,18.6
Hidalgo,711,132,18.6
Guadalupe,585,108,18.5
Union,367,68,18.5
Mora,256,47,18.4
Catron,240,44,18.3
De Baca,143,26,18.2
Harding,24,4,16.7



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Other essential workers,348673,64834,18.6
