BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
Yellowstone,30181,4951,16.4
Cascade,19390,3180,16.4
Flathead,17242,2828,16.4
Missoula,15833,2597,16.4
Gallatin,14723,2415,16.4
Lewis and Clark,11837,1941,16.4
Silver Bow,7163,1175,16.4
Ravalli,7116,1167,16.4
Lake,5717,937,16.4
Hill,4298,705,16.4
Glacier,3842,630,16.4
Lincoln,3784,620,16.4
Big Horn,3408,559,16.4
Roosevelt,2966,486,16.4
Richland,2414,396,16.4
Park,2394,392,16.4
Jefferson,2063,338,16.4
Dawson,2043,335,16.4
Rosebud,2035,333,16.4
Sanders,1991,326,16.4
Deer Lodge,1978,324,16.4
Custer,1944,318,16.4
Stillwater,1913,313,16.4
Fergus,1688,276,16.4
Beaverhead,1556,255,16.4
Powell,1557,255,16.4
Blaine,1550,254,16.4
Carbon,1498,245,16.4
Valley,1386,227,16.4
Chouteau,1351,221,16.4
Madison,1077,176,16.3
Pondera,1076,176,16.4
Toole,1069,175,16.4
Musselshell,967,158,16.3
Teton,960,157,16.4
Broadwater,895,146,16.3
Mineral,828,135,16.3
Phillips,779,127,16.3
Sheridan,600,98,16.3
Granite,552,90,16.3
Fallon,522,85,16.3
Sweet Grass,462,75,16.2
Wheatland,427,70,16.4
Liberty,420,68,16.2
Judith Basin,391,64,16.4
Meagher,336,55,16.4
Daniels,271,44,16.2
Garfield,272,44,16.2
Powder River,259,42,16.2
McCone,248,40,16.1
Carter,205,33,16.1
Wibaux,194,31,16.0
Golden Valley,158,25,15.8
Prairie,136,22,16.2
Treasure,107,17,15.9
Petroleum,103,16,15.5



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Aged 18-64 w cormorbidities,190175,31168,16.4
