BY COUNTY 


County,Total Eligible People,Courses Allocated,Vaccine Allocation%
East Baton Rouge,42262,15921,37.7
Orleans,34269,12910,37.7
Jefferson,32316,12174,37.7
Lafayette,23725,8938,37.7
Calcasieu,21891,8247,37.7
Caddo,21209,7990,37.7
St. Tammany,16307,6143,37.7
Ouachita,13973,5264,37.7
Ascension,13359,5032,37.7
Rapides,12514,4714,37.7
Terrebonne,10176,3833,37.7
Tangipahoa,9948,3747,37.7
Livingston,8673,3267,37.7
Bossier,8620,3247,37.7
St. Charles,7743,2917,37.7
Lafourche,7731,2912,37.7
Iberia,7117,2681,37.7
Iberville,6434,2423,37.7
St. Mary,6140,2313,37.7
St. Landry,5729,2158,37.7
St. Martin,4866,1833,37.7
St. John the Baptist,4683,1764,37.7
St. James,4371,1646,37.7
Acadia,4359,1642,37.7
West Baton Rouge,4317,1626,37.7
Natchitoches,4132,1556,37.7
St. Bernard,4028,1517,37.7
Lincoln,3773,1421,37.7
Vermilion,3582,1349,37.7
Webster,3481,1311,37.7
Washington,3283,1236,37.6
Plaquemines,3213,1210,37.7
Avoyelles,2714,1022,37.7
Beauregard,2696,1015,37.6
Vernon,2675,1007,37.6
Allen,2384,898,37.7
De Soto,2380,896,37.6
Sabine,2358,888,37.7
Evangeline,2260,851,37.7
Grant,2140,806,37.7
Jefferson Davis,2099,790,37.6
Bienville,1972,742,37.6
Morehouse,1944,732,37.7
Concordia,1872,705,37.7
Richland,1797,677,37.7
Assumption,1684,634,37.6
Pointe Coupee,1658,624,37.6
Winn,1634,615,37.6
East Feliciana,1490,561,37.7
Franklin,1360,512,37.6
LaSalle,1266,476,37.6
Union,1263,475,37.6
Cameron,1009,380,37.7
Claiborne,972,366,37.7
Madison,971,365,37.6
West Feliciana,932,351,37.7
Jackson,925,348,37.6
St. Helena,827,311,37.6
Catahoula,730,275,37.7
Red River,715,269,37.6
West Carroll,651,245,37.6
East Carroll,631,237,37.6
Caldwell,604,227,37.6
Tensas,392,147,37.5



 BY POPULATION 


CATEGORY,Total Eligible People,Courses Allocated,Vaccine Allocation%
Frontline essential workers,407229,153389,37.7
